col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
John Brady,,,,,,,,,,,,0,4,5,3,14,17
Jacque Whaumbush,,,,,,,,,,,,,0,3,5,15,17
Nat Lownes,,,,,,,,,,,,,,0,4,16,17
Rebecca Poyourow,,,,,,,,,,,,,,,0,17,17
Total,101,25,95,81,66,65,43,43,41,39,19,16,15,15,15,18,17
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,18
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Nat Lownes,John Brady,Joe Khan,Jacque Whaumbush,2,18
Dwight Evans,14,0,88,68,65,58,29,31,27,27,17,16,12,10,8,3,18
Kevin Johnson,,4,12,7,9,3,7,5,7,4,4,4,2,3,2,4,18
Kathryn S Huggins,,,1,65,66,56,29,34,32,30,19,19,12,13,8,5,18
Ken Washington,,,,1,60,53,27,23,25,23,12,12,8,5,5,6,18
Dewayne Drummond,,,,,0,50,25,28,29,25,12,13,7,8,7,7,18
Liam G Boyle,,,,,,0,17,19,21,19,9,7,6,3,0,8,18
Kevin Bundy,,,,,,,0,10,8,7,13,15,7,6,3,9,18
Linda Norris,,,,,,,,0,27,22,11,8,5,8,7,10,18
Lisa Rhodes,,,,,,,,,0,23,8,6,6,6,7,11,18
Monica Maria Djerassi,,,,,,,,,,0,8,7,4,4,6,12,18
Rebecca Poyourow,,,,,,,,,,,0,11,4,5,6,13,18
Nat Lownes,,,,,,,,,,,,0,5,5,4,14,18
John Brady,,,,,,,,,,,,,0,6,2,15,18
Joe Khan,,,,,,,,,,,,,,0,2,16,18
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,18
Total,122,20,102,77,75,62,37,36,34,31,21,20,14,13,10,18,18
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,19
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Linda Norris,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,2,19
Dwight Evans,9,0,53,52,45,40,35,27,26,22,14,13,12,11,13,3,19
Kevin Johnson,,7,22,15,14,9,12,11,11,7,11,9,8,4,1,4,19
Kathryn S Huggins,,,1,49,47,40,35,29,28,24,19,19,18,11,12,5,19
Ken Washington,,,,0,45,35,33,30,27,21,20,12,13,12,12,6,19
Dewayne Drummond,,,,,0,38,24,22,22,18,11,11,10,10,11,7,19
Liam G Boyle,,,,,,0,22,20,20,21,12,10,6,7,7,8,19
Lisa Rhodes,,,,,,,0,13,32,23,14,16,15,7,7,9,19
Kevin Bundy,,,,,,,,0,10,10,20,9,6,8,9,10,19
Linda Norris,,,,,,,,,0,21,10,12,10,5,2,11,19
Monica Maria Djerassi,,,,,,,,,,0,7,13,11,6,2,12,19
John Brady,,,,,,,,,,,0,7,7,8,6,13,19
Rebecca Poyourow,,,,,,,,,,,,0,10,3,5,14,19
Jacque Whaumbush,,,,,,,,,,,,,0,7,5,15,19
Joe Khan,,,,,,,,,,,,,,0,6,16,19
Nat Lownes,,,,,,,,,,,,,,,0,17,19
Total,90,36,79,67,61,53,48,40,38,31,26,23,20,16,14,18,19
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,20
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Jacque Whaumbush,Nat Lownes,Joe Khan,2,20
Dwight Evans,18,0,72,59,61,55,36,35,32,29,18,17,15,11,6,3,20
Kevin Johnson,,3,23,15,13,13,15,11,13,9,5,6,4,4,5,4,20
Kathryn S Huggins,,,0,67,65,62,47,42,44,34,16,22,18,13,8,5,20
Dewayne Drummond,,,,0,64,54,36,28,29,32,14,10,8,11,7,6,20
Ken Washington,,,,,0,57,29,30,25,33,13,8,7,12,9,7,20
Liam G Boyle,,,,,,0,30,29,28,27,11,9,10,10,5,8,20
Lisa Rhodes,,,,,,,0,39,40,10,9,16,13,5,6,9,20
Linda Norris,,,,,,,,0,37,10,8,14,13,5,5,10,20
Monica Maria Djerassi,,,,,,,,,0,9,8,14,10,6,3,11,20
Kevin Bundy,,,,,,,,,,0,14,8,6,13,8,12,20
John Brady,,,,,,,,,,,0,9,5,6,7,13,20
Rebecca Poyourow,,,,,,,,,,,,0,10,5,4,14,20
Jacque Whaumbush,,,,,,,,,,,,,0,3,3,15,20
Nat Lownes,,,,,,,,,,,,,,0,5,16,20
Joe Khan,,,,,,,,,,,,,,,0,17,20
Total,106,32,100,79,78,69,53,47,47,41,25,24,19,16,13,18,20
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,21
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,John Brady,Joe Khan,2,21
Dwight Evans,40,0,40,34,31,26,23,20,17,11,7,4,4,5,2,3,21
Kevin Johnson,,1,5,5,3,5,2,2,1,4,3,3,1,0,2,4,21
Kathryn S Huggins,,,0,32,28,29,21,18,15,13,9,6,5,4,4,5,21
Ken Washington,,,,0,29,29,19,18,13,13,8,7,3,3,4,6,21
Dewayne Drummond,,,,,0,25,17,14,12,11,6,5,3,3,3,7,21
Liam G Boyle,,,,,,0,17,16,13,11,6,6,3,1,3,8,21
Lisa Rhodes,,,,,,,0,19,17,5,5,2,3,5,3,9,21
Linda Norris,,,,,,,,0,16,5,4,2,3,3,2,10,21
Monica Maria Djerassi,,,,,,,,,0,1,3,1,1,1,1,11,21
Kevin Bundy,,,,,,,,,,0,7,6,3,3,2,12,21
Rebecca Poyourow,,,,,,,,,,,0,5,2,3,2,13,21
Nat Lownes,,,,,,,,,,,,0,1,1,0,14,21
Jacque Whaumbush,,,,,,,,,,,,,0,3,0,15,21
John Brady,,,,,,,,,,,,,,0,0,16,21
Joe Khan,,,,,,,,,,,,,,,0,17,21
Total,93,7,45,39,34,31,25,22,18,15,10,7,5,5,4,18,21
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,22
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,2,22
Dwight Evans,18,0,58,52,43,31,28,26,19,20,16,10,10,5,6,3,22
Kevin Johnson,,4,10,6,4,8,4,5,5,2,1,5,1,2,0,4,22
Kathryn S Huggins,,,0,51,47,38,30,28,22,21,15,11,10,3,3,5,22
Ken Washington,,,,0,43,33,27,25,18,21,13,9,8,5,4,6,22
Dewayne Drummond,,,,,0,32,23,21,15,19,11,6,6,2,2,7,22
Liam G Boyle,,,,,,1,18,17,15,11,4,9,3,4,2,8,22
Linda Norris,,,,,,,0,28,19,10,11,8,4,3,4,9,22
Lisa Rhodes,,,,,,,,0,18,10,7,9,2,4,5,10,22
Monica Maria Djerassi,,,,,,,,,0,2,4,8,4,1,2,11,22
Kevin Bundy,,,,,,,,,,0,9,5,4,3,3,12,22
John Brady,,,,,,,,,,,0,3,8,1,2,13,22
Rebecca Poyourow,,,,,,,,,,,,0,3,4,2,14,22
Nat Lownes,,,,,,,,,,,,,0,2,3,15,22
Joe Khan,,,,,,,,,,,,,,0,4,16,22
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,22
Total,89,17,70,60,49,42,32,31,24,22,17,15,11,7,6,18,22
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,23
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Jacque Whaumbush,Nat Lownes,Joe Khan,2,23
Dwight Evans,9,0,56,45,44,35,24,23,22,17,13,10,7,7,4,3,23
Kevin Johnson,,2,16,11,10,7,5,4,4,6,2,2,2,1,2,4,23
Kathryn S Huggins,,,1,51,50,42,28,25,23,22,13,12,8,8,6,5,23
Ken Washington,,,,1,46,42,21,20,17,17,6,7,5,7,4,6,23
Dewayne Drummond,,,,,0,38,23,20,18,18,7,10,4,5,5,7,23
Liam G Boyle,,,,,,0,16,14,13,13,4,4,2,4,3,8,23
Lisa Rhodes,,,,,,,0,23,17,9,8,7,6,2,3,9,23
Linda Norris,,,,,,,,0,17,3,4,7,3,3,2,10,23
Monica Maria Djerassi,,,,,,,,,0,6,6,3,4,2,0,11,23
Kevin Bundy,,,,,,,,,,1,6,6,4,4,3,12,23
Rebecca Poyourow,,,,,,,,,,,0,3,6,4,2,13,23
John Brady,,,,,,,,,,,,0,1,5,3,14,23
Jacque Whaumbush,,,,,,,,,,,,,0,2,0,15,23
Nat Lownes,,,,,,,,,,,,,,0,2,16,23
Joe Khan,,,,,,,,,,,,,,,0,17,23
Total,77,21,75,59,56,44,30,28,26,25,15,13,9,8,6,18,23
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,24
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,John Brady,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Linda Norris,Joe Khan,Nat Lownes,Jacque Whaumbush,2,24
Dwight Evans,18,0,48,47,46,36,26,16,14,14,13,12,6,6,5,3,24
Kevin Johnson,,5,15,11,9,10,8,5,4,5,4,4,5,2,1,4,24
Kathryn S Huggins,,,0,42,43,37,27,13,14,15,14,13,8,7,5,5,24
Ken Washington,,,,1,44,41,28,11,12,11,11,11,7,8,3,6,24
Dewayne Drummond,,,,,0,37,27,12,11,13,10,10,7,8,4,7,24
Liam G Boyle,,,,,,0,26,9,7,9,6,5,5,4,2,8,24
Kevin Bundy,,,,,,,0,10,2,6,7,2,8,5,3,9,24
John Brady,,,,,,,,0,8,8,9,6,6,2,4,10,24
Lisa Rhodes,,,,,,,,,1,12,8,12,1,2,5,11,24
Monica Maria Djerassi,,,,,,,,,,0,7,10,5,1,3,12,24
Rebecca Poyourow,,,,,,,,,,,1,7,6,5,3,13,24
Linda Norris,,,,,,,,,,,,0,2,1,1,14,24
Joe Khan,,,,,,,,,,,,,0,4,0,15,24
Nat Lownes,,,,,,,,,,,,,,0,1,16,24
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,24
Total,87,25,63,59,55,46,34,21,19,19,18,16,11,8,6,18,24
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,25
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,2,25
Dwight Evans,16,0,104,83,80,70,47,48,43,34,19,13,13,10,7,3,25
Kevin Johnson,,4,10,8,10,7,6,5,5,8,2,3,5,1,3,4,25
Kathryn S Huggins,,,1,87,85,77,54,52,50,38,22,16,17,10,9,5,25
Dewayne Drummond,,,,0,79,75,43,42,39,35,15,11,16,5,7,6,25
Ken Washington,,,,,0,74,42,43,41,39,16,11,17,9,8,7,25
Liam G Boyle,,,,,,0,35,34,36,30,12,7,12,4,4,8,25
Linda Norris,,,,,,,0,48,44,6,9,8,6,8,6,9,25
Lisa Rhodes,,,,,,,,0,43,9,12,7,4,11,2,10,25
Monica Maria Djerassi,,,,,,,,,0,9,12,4,5,5,6,11,25
Kevin Bundy,,,,,,,,,,0,12,7,13,4,5,12,25
Rebecca Poyourow,,,,,,,,,,,0,3,9,6,2,13,25
John Brady,,,,,,,,,,,,0,5,2,5,14,25
Nat Lownes,,,,,,,,,,,,,0,1,6,15,25
Jacque Whaumbush,,,,,,,,,,,,,,0,0,16,25
Joe Khan,,,,,,,,,,,,,,,0,17,25
Total,135,17,121,96,94,83,56,55,51,42,22,19,19,11,11,18,25
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,26
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Joe Khan,Nat Lownes,Jacque Whaumbush,Dwight Evans,Kevin Johnson,2,26
Kathryn S Huggins,1,65,68,60,50,48,41,35,23,14,14,12,8,69,13,3,26
Ken Washington,,0,64,57,43,38,35,29,13,12,10,11,2,61,9,4,26
Dewayne Drummond,,,1,53,44,42,38,30,18,11,10,14,5,57,10,5,26
Liam G Boyle,,,,0,35,32,31,27,13,10,6,8,2,49,8,6,26
Linda Norris,,,,,0,47,41,13,14,9,8,5,6,42,8,7,26
Lisa Rhodes,,,,,,0,37,12,10,8,8,4,8,43,8,8,26
Monica Maria Djerassi,,,,,,,0,10,11,2,6,4,5,33,8,9,26
Kevin Bundy,,,,,,,,0,13,10,8,8,1,26,9,10,26
Rebecca Poyourow,,,,,,,,,0,4,3,7,3,13,6,11,26
John Brady,,,,,,,,,,0,5,3,4,16,2,12,26
Joe Khan,,,,,,,,,,,0,3,1,10,3,13,26
Nat Lownes,,,,,,,,,,,,0,1,10,4,14,26
Jacque Whaumbush,,,,,,,,,,,,,0,7,2,15,26
Dwight Evans,,,,,,,,,,,,,,9,0,16,26
Kevin Johnson,,,,,,,,,,,,,,,5,17,26
Total,96,79,78,65,57,56,47,38,24,19,15,15,9,94,21,18,26
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,27
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,Jacque Whaumbush,John Brady,Joe Khan,Nat Lownes,Dwight Evans,Kevin Johnson,2,27
Kathryn S Huggins,4,69,64,56,50,48,41,32,18,12,10,9,8,63,14,3,27
Dewayne Drummond,,0,63,53,42,45,35,30,15,7,10,8,9,49,11,4,27
Ken Washington,,,1,51,42,44,36,33,12,9,10,5,9,45,11,5,27
Liam G Boyle,,,,0,33,33,28,21,10,5,4,3,4,34,8,6,27
Lisa Rhodes,,,,,0,50,39,11,12,11,7,5,4,29,12,7,27
Linda Norris,,,,,,0,38,14,10,9,6,5,4,31,9,8,27
Monica Maria Djerassi,,,,,,,0,7,12,6,6,5,3,24,5,9,27
Kevin Bundy,,,,,,,,1,9,9,8,6,8,25,9,10,27
Rebecca Poyourow,,,,,,,,,0,4,5,3,4,13,3,11,27
Jacque Whaumbush,,,,,,,,,,0,1,5,2,9,4,12,27
John Brady,,,,,,,,,,,0,3,2,10,3,13,27
Joe Khan,,,,,,,,,,,,0,5,7,2,14,27
Nat Lownes,,,,,,,,,,,,,0,6,0,15,27
Dwight Evans,,,,,,,,,,,,,,15,0,16,27
Kevin Johnson,,,,,,,,,,,,,,,0,17,27
Total,102,80,78,60,56,55,46,40,20,15,14,12,11,93,18,18,27
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,28
,Dwight Evans,Kevin Johnson,Ken Washington,Kathryn S Huggins,Liam G Boyle,Dewayne Drummond,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Nat Lownes,Rebecca Poyourow,Joe Khan,John Brady,Jacque Whaumbush,2,28
Dwight Evans,8,0,26,29,25,23,19,17,17,10,6,5,4,2,2,3,28
Kevin Johnson,,1,9,6,7,7,2,4,1,3,2,2,2,2,1,4,28
Ken Washington,,,1,26,28,27,19,17,17,8,5,5,2,4,1,5,28
Kathryn S Huggins,,,,0,26,23,18,18,16,10,4,7,4,3,3,6,28
Liam G Boyle,,,,,0,26,18,20,16,8,3,5,4,3,2,7,28
Dewayne Drummond,,,,,,0,16,16,15,8,3,4,2,2,1,8,28
Lisa Rhodes,,,,,,,0,17,17,3,2,4,2,2,2,9,28
Monica Maria Djerassi,,,,,,,,0,14,3,2,5,4,0,2,10,28
Linda Norris,,,,,,,,,0,3,1,2,1,2,2,11,28
Kevin Bundy,,,,,,,,,,0,4,3,4,1,2,12,28
Nat Lownes,,,,,,,,,,,0,1,4,2,1,13,28
Rebecca Poyourow,,,,,,,,,,,,0,2,0,0,14,28
Joe Khan,,,,,,,,,,,,,0,0,2,15,28
John Brady,,,,,,,,,,,,,,0,0,16,28
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,28
Total,45,14,36,35,32,30,21,21,18,13,8,7,6,4,3,18,28
