col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Total,100,93,87,59,56,55,51,44,43,43,40,20,15,67,47,33,11,4,21,13
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,Kathryn S Huggins,Monica Maria Djerassi,Rebecca Poyourow,Linda Norris,Dewayne Drummond,Joe Khan,Lisa Rhodes,Ken Washington,Liam G Boyle,Kevin Bundy,Nat Lownes,John Brady,Jacque Whaumbush,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,14
Kathryn S Huggins,0,44,39,36,34,26,32,29,26,17,12,13,10,22,13,14,12,1,3,14
Monica Maria Djerassi,,0,38,33,29,25,28,20,21,14,11,11,11,19,13,11,9,1,4,14
Rebecca Poyourow,,,0,27,24,27,24,19,20,10,10,10,14,19,14,10,7,1,5,14
Linda Norris,,,,3,24,21,27,16,17,11,12,6,12,17,12,9,8,0,6,14
Dewayne Drummond,,,,,0,17,20,26,20,12,5,8,6,18,9,10,4,0,7,14
Joe Khan,,,,,,0,19,15,15,9,9,9,8,18,7,11,3,1,8,14
Lisa Rhodes,,,,,,,0,15,14,6,9,3,7,16,7,6,7,0,9,14
Ken Washington,,,,,,,,0,19,12,6,8,2,10,9,12,4,0,10,14
Liam G Boyle,,,,,,,,,0,11,12,7,4,7,9,11,6,1,11,14
Kevin Bundy,,,,,,,,,,0,11,5,2,4,6,9,4,0,12,14
Nat Lownes,,,,,,,,,,,0,5,2,4,4,7,4,1,13,14
John Brady,,,,,,,,,,,,0,1,5,2,6,1,1,14,14
Jacque Whaumbush,,,,,,,,,,,,,0,7,3,2,2,0,15,14
Nina Ahmad,,,,,,,,,,,,,,4,0,0,0,0,16,14
John Fetterman,,,,,,,,,,,,,,,6,0,0,0,17,14
Mike Stack,,,,,,,,,,,,,,,,0,0,0,18,14
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,14
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,14
Total,62,53,51,50,41,40,36,35,34,23,21,15,14,32,29,23,16,2,21,14
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Kathryn S Huggins,Rebecca Poyourow,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Ken Washington,Liam G Boyle,Kevin Bundy,Dewayne Drummond,Jacque Whaumbush,Joe Khan,Nat Lownes,John Brady,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,15
Kathryn S Huggins,1,39,32,35,34,29,21,22,22,16,15,18,8,26,7,11,16,0,3,15
Rebecca Poyourow,,0,33,37,33,23,22,14,20,17,18,15,12,27,8,10,6,0,4,15
Linda Norris,,,2,28,31,17,14,12,10,13,12,14,10,25,9,5,5,0,5,15
Monica Maria Djerassi,,,,0,28,18,17,13,15,14,13,11,10,20,11,7,5,0,6,15
Lisa Rhodes,,,,,0,17,13,11,11,18,13,9,10,25,7,6,4,0,7,15
Ken Washington,,,,,,0,19,19,18,9,11,12,11,16,3,8,10,0,8,15
Liam G Boyle,,,,,,,0,13,15,8,6,11,7,9,5,6,9,0,9,15
Kevin Bundy,,,,,,,,0,12,6,5,11,6,8,4,7,9,0,10,15
Dewayne Drummond,,,,,,,,,0,5,8,10,3,8,2,7,8,0,11,15
Jacque Whaumbush,,,,,,,,,,0,8,8,6,15,5,1,2,0,12,15
Joe Khan,,,,,,,,,,,0,5,5,10,3,5,4,0,13,15
Nat Lownes,,,,,,,,,,,,0,2,12,2,3,6,0,14,15
John Brady,,,,,,,,,,,,,0,7,6,3,3,0,15,15
Nina Ahmad,,,,,,,,,,,,,,5,0,0,0,0,16,15
John Fetterman,,,,,,,,,,,,,,,3,0,0,0,17,15
Mike Stack,,,,,,,,,,,,,,,,3,0,0,18,15
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,15
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,15
Total,62,52,46,45,43,37,30,28,26,24,23,23,19,41,18,18,17,1,21,15
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,16
,Kathryn S Huggins,Linda Norris,Monica Maria Djerassi,Liam G Boyle,Rebecca Poyourow,Lisa Rhodes,Joe Khan,Ken Washington,Dewayne Drummond,Nat Lownes,Kevin Bundy,Jacque Whaumbush,John Brady,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,16
Kathryn S Huggins,0,49,53,44,40,42,30,39,37,25,21,18,10,30,18,18,11,2,3,16
Linda Norris,,1,49,39,32,41,27,25,27,31,18,13,9,29,23,17,8,0,4,16
Monica Maria Djerassi,,,0,35,38,37,30,22,25,28,20,17,6,22,24,16,6,1,5,16
Liam G Boyle,,,,0,21,26,15,30,28,21,21,10,8,25,12,11,7,1,6,16
Rebecca Poyourow,,,,,0,27,28,17,23,17,12,19,8,15,19,13,5,1,7,16
Lisa Rhodes,,,,,,0,17,20,17,17,11,16,5,16,19,9,6,1,8,16
Joe Khan,,,,,,,0,13,18,12,12,13,8,10,20,11,4,1,9,16
Ken Washington,,,,,,,,0,27,17,15,8,7,22,8,9,4,1,10,16
Dewayne Drummond,,,,,,,,,0,11,11,11,4,15,14,12,1,1,11,16
Nat Lownes,,,,,,,,,,0,8,3,3,17,9,10,4,0,12,16
Kevin Bundy,,,,,,,,,,,0,5,8,13,5,6,6,0,13,16
Jacque Whaumbush,,,,,,,,,,,,0,4,8,9,4,2,1,14,16
John Brady,,,,,,,,,,,,,0,9,2,1,2,1,15,16
Mike Stack,,,,,,,,,,,,,,0,0,0,0,0,16,16
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,16
John Fetterman,,,,,,,,,,,,,,,,3,0,0,18,16
Kathi Cozzone,,,,,,,,,,,,,,,,,1,0,19,16
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,16
Total,81,81,69,59,53,52,46,46,44,42,31,24,15,45,35,31,13,2,21,16
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,17
,Kathryn S Huggins,Monica Maria Djerassi,Linda Norris,Ken Washington,Dewayne Drummond,Lisa Rhodes,Kevin Bundy,Liam G Boyle,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,John Brady,Joe Khan,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,17
Kathryn S Huggins,0,29,28,26,25,26,19,17,17,11,12,10,5,18,13,8,8,1,3,17
Monica Maria Djerassi,,0,25,19,16,22,15,9,15,9,10,7,7,12,11,8,4,1,4,17
Linda Norris,,,0,18,15,24,14,9,13,7,12,7,6,14,8,8,3,0,5,17
Ken Washington,,,,0,22,18,13,15,9,9,9,5,5,14,6,4,6,2,6,17
Dewayne Drummond,,,,,0,16,14,13,8,11,6,6,6,14,5,4,7,1,7,17
Lisa Rhodes,,,,,,0,9,10,14,8,10,7,5,13,9,7,2,0,8,17
Kevin Bundy,,,,,,,1,7,7,9,7,7,2,11,4,3,7,1,9,17
Liam G Boyle,,,,,,,,0,8,5,4,2,2,10,6,2,2,1,10,17
Rebecca Poyourow,,,,,,,,,0,9,6,4,3,8,7,5,1,0,11,17
Nat Lownes,,,,,,,,,,0,2,5,2,6,5,2,2,0,12,17
Jacque Whaumbush,,,,,,,,,,,0,0,2,3,4,4,1,1,13,17
John Brady,,,,,,,,,,,,0,1,8,2,1,2,0,14,17
Joe Khan,,,,,,,,,,,,,0,3,2,3,1,0,15,17
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,17
Nina Ahmad,,,,,,,,,,,,,,,0,0,0,0,17,17
John Fetterman,,,,,,,,,,,,,,,,2,0,0,18,17
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,17
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,17
Total,50,36,35,32,31,31,27,21,21,15,14,13,9,31,18,13,9,2,21,17
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,18
,Kathryn S Huggins,Monica Maria Djerassi,Linda Norris,Rebecca Poyourow,Liam G Boyle,Lisa Rhodes,Joe Khan,Kevin Bundy,Ken Washington,Jacque Whaumbush,Dewayne Drummond,Nat Lownes,John Brady,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,18
Kathryn S Huggins,0,60,42,42,41,41,23,25,28,20,26,14,17,20,27,20,10,0,3,18
Monica Maria Djerassi,,0,48,41,34,39,25,22,21,23,20,16,15,23,28,17,7,0,4,18
Linda Norris,,,0,31,23,27,11,17,13,21,12,15,7,15,18,15,4,0,5,18
Rebecca Poyourow,,,,0,22,30,17,18,16,22,11,12,11,17,21,10,4,0,6,18
Liam G Boyle,,,,,0,19,13,21,25,13,22,10,12,16,10,16,6,0,7,18
Lisa Rhodes,,,,,,0,14,13,13,20,14,6,11,8,23,13,3,0,8,18
Joe Khan,,,,,,,0,12,11,13,10,8,6,15,15,5,3,0,9,18
Kevin Bundy,,,,,,,,0,16,10,10,13,9,17,8,11,2,0,10,18
Ken Washington,,,,,,,,,1,9,20,11,8,13,10,12,0,0,11,18
Jacque Whaumbush,,,,,,,,,,0,8,6,2,8,13,6,3,0,12,18
Dewayne Drummond,,,,,,,,,,,0,4,7,6,11,11,1,0,13,18
Nat Lownes,,,,,,,,,,,,0,7,13,5,7,2,0,14,18
John Brady,,,,,,,,,,,,,0,8,3,7,3,0,15,18
John Fetterman,,,,,,,,,,,,,,19,0,0,0,0,16,18
Nina Ahmad,,,,,,,,,,,,,,,14,0,0,0,17,18
Mike Stack,,,,,,,,,,,,,,,,7,0,0,18,18
Kathi Cozzone,,,,,,,,,,,,,,,,,3,0,19,18
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,18
Total,79,77,55,53,50,47,38,38,36,30,29,27,21,56,50,37,14,0,21,18
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,19
,Kathryn S Huggins,Dewayne Drummond,Monica Maria Djerassi,Ken Washington,Linda Norris,Liam G Boyle,Lisa Rhodes,Rebecca Poyourow,Kevin Bundy,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,19
Kathryn S Huggins,0,29,27,25,24,25,17,15,11,8,6,4,4,16,11,9,2,1,3,19
Dewayne Drummond,,0,22,26,21,23,17,9,12,9,5,6,3,10,10,10,4,1,4,19
Monica Maria Djerassi,,,0,17,28,18,20,16,5,5,10,4,3,14,6,8,3,0,5,19
Ken Washington,,,,0,17,23,12,5,9,7,5,3,3,13,6,7,3,1,6,19
Linda Norris,,,,,0,15,22,11,7,7,9,4,3,12,6,7,2,0,7,19
Liam G Boyle,,,,,,0,10,7,5,5,3,1,1,10,7,6,3,2,8,19
Lisa Rhodes,,,,,,,0,8,6,4,6,4,2,12,4,5,2,0,9,19
Rebecca Poyourow,,,,,,,,0,3,2,6,3,2,4,3,5,3,1,10,19
Kevin Bundy,,,,,,,,,0,10,3,2,4,3,6,5,0,1,11,19
Nat Lownes,,,,,,,,,,0,4,2,4,2,2,7,0,1,12,19
Joe Khan,,,,,,,,,,,0,2,1,3,0,5,2,0,13,19
Jacque Whaumbush,,,,,,,,,,,,0,1,1,0,3,2,0,14,19
John Brady,,,,,,,,,,,,,0,2,2,2,0,0,15,19
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,19
Kathi Cozzone,,,,,,,,,,,,,,,0,0,0,0,17,19
Nina Ahmad,,,,,,,,,,,,,,,,2,0,0,18,19
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,19
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,19
Total,41,36,35,31,31,29,25,17,15,12,11,6,6,23,15,15,5,2,21,19
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,20
,Kathryn S Huggins,Linda Norris,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Nat Lownes,Ken Washington,Joe Khan,Jacque Whaumbush,Kevin Bundy,John Brady,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,20
Kathryn S Huggins,0,21,21,13,21,20,18,14,10,8,9,8,6,11,9,11,4,0,3,20
Linda Norris,,0,21,13,22,20,17,13,10,6,7,5,6,10,8,9,3,1,4,20
Dewayne Drummond,,,0,15,15,17,16,13,9,4,4,6,4,12,8,8,1,1,5,20
Liam G Boyle,,,,1,7,9,8,11,7,4,2,4,4,11,5,6,2,0,6,20
Lisa Rhodes,,,,,0,17,17,9,10,6,8,5,6,7,7,8,3,1,7,20
Monica Maria Djerassi,,,,,,0,15,10,6,7,7,5,4,6,8,9,2,0,8,20
Rebecca Poyourow,,,,,,,0,5,11,5,9,6,7,5,8,8,2,1,9,20
Nat Lownes,,,,,,,,0,4,3,1,6,2,11,4,4,1,1,10,20
Ken Washington,,,,,,,,,1,5,4,5,3,2,5,4,3,1,11,20
Joe Khan,,,,,,,,,,0,5,3,2,1,5,4,1,0,12,20
Jacque Whaumbush,,,,,,,,,,,0,1,1,2,4,2,2,0,13,20
Kevin Bundy,,,,,,,,,,,,0,4,2,4,3,1,0,14,20
John Brady,,,,,,,,,,,,,0,4,0,4,1,0,15,20
Mike Stack,,,,,,,,,,,,,,4,0,0,0,0,16,20
John Fetterman,,,,,,,,,,,,,,,3,0,0,0,17,20
Nina Ahmad,,,,,,,,,,,,,,,,1,0,0,18,20
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,20
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,20
Total,35,32,30,26,26,25,24,21,16,11,10,10,9,22,17,17,4,1,21,20
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,21
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Kevin Bundy,Rebecca Poyourow,John Brady,Jacque Whaumbush,Nat Lownes,Joe Khan,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,21
Kathryn S Huggins,2,51,51,46,37,38,38,18,6,5,5,5,3,46,14,4,1,0,3,21
Ken Washington,,0,50,44,33,34,34,18,6,5,3,3,2,45,12,1,1,0,4,21
Dewayne Drummond,,,0,44,31,31,32,17,4,4,2,4,2,40,9,3,1,0,5,21
Liam G Boyle,,,,0,29,31,33,14,5,2,2,3,0,36,9,1,2,0,6,21
Monica Maria Djerassi,,,,,1,34,32,4,3,2,4,2,2,34,4,2,1,0,7,21
Linda Norris,,,,,,0,36,6,3,2,5,3,2,31,4,4,1,0,8,21
Lisa Rhodes,,,,,,,0,6,2,4,4,1,2,32,3,3,1,0,9,21
Kevin Bundy,,,,,,,,1,4,3,0,4,2,8,9,3,0,0,10,21
Rebecca Poyourow,,,,,,,,,0,1,2,2,0,3,4,0,0,0,11,21
John Brady,,,,,,,,,,0,0,0,1,3,0,2,0,0,12,21
Jacque Whaumbush,,,,,,,,,,,0,1,1,3,1,1,0,0,13,21
Nat Lownes,,,,,,,,,,,,0,0,1,2,2,0,0,14,21
Joe Khan,,,,,,,,,,,,,0,2,0,1,0,0,15,21
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,21
Kathi Cozzone,,,,,,,,,,,,,,,1,0,0,0,17,21
Nina Ahmad,,,,,,,,,,,,,,,,3,0,0,18,21
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,21
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,21
Total,68,61,55,49,42,40,40,22,7,6,5,5,3,55,19,9,3,0,21,21
