col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,order,division
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,2,34
Mike Stack,18,0,0,0,0,11,8,7,8,3,34
Kathi Cozzone,,6,0,0,0,3,4,3,2,4,34
Nina Ahmad,,,5,0,0,3,3,4,1,5,34
John Fetterman,,,,1,0,1,0,0,0,6,34
Ray Sosa,,,,,0,0,0,0,0,7,34
Torri Douglas,,,,,,0,12,12,10,8,34
Kyle J Sampson,,,,,,,0,11,10,9,34
Marisa Piccarreto,,,,,,,,0,10,10,34
Kyle Shenandoah,,,,,,,,,0,11,34
Total,31,11,10,2,0,18,15,14,11,12,34
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,35
,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,35
Torri Douglas,0,26,26,25,13,9,11,3,0,3,35
Kyle J Sampson,,0,27,25,13,7,11,1,0,4,35
Kyle Shenandoah,,,1,26,9,8,10,1,0,5,35
Marisa Piccarreto,,,,0,10,8,11,1,0,6,35
Mike Stack,,,,,10,0,0,0,0,7,35
Kathi Cozzone,,,,,,4,0,0,0,8,35
Nina Ahmad,,,,,,,2,0,0,9,35
John Fetterman,,,,,,,,0,0,10,35
Ray Sosa,,,,,,,,,0,11,35
Total,37,33,30,30,27,18,16,3,0,12,35
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,36
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Kyle J Sampson,2,36
Mike Stack,17,0,0,0,0,9,8,7,6,3,36
Nina Ahmad,,1,0,0,0,9,7,6,6,4,36
Kathi Cozzone,,,1,0,0,3,2,2,2,5,36
John Fetterman,,,,0,0,0,0,0,0,6,36
Ray Sosa,,,,,0,0,0,0,0,7,36
Torri Douglas,,,,,,0,14,11,12,8,36
Marisa Piccarreto,,,,,,,1,11,12,9,36
Kyle Shenandoah,,,,,,,,0,12,10,36
Kyle J Sampson,,,,,,,,,0,11,36
Total,33,11,4,0,0,21,18,15,14,12,36
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,37
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,2,37
Mike Stack,29,0,0,0,0,30,25,27,23,3,37
Kathi Cozzone,,2,0,0,0,16,12,11,10,4,37
Nina Ahmad,,,5,0,0,6,9,6,4,5,37
John Fetterman,,,,2,0,7,7,9,6,6,37
Ray Sosa,,,,,0,1,1,1,1,7,37
Torri Douglas,,,,,,0,45,43,42,8,37
Kyle J Sampson,,,,,,,0,43,43,9,37
Marisa Piccarreto,,,,,,,,0,40,10,37
Kyle Shenandoah,,,,,,,,,0,11,37
Total,70,20,16,11,1,60,54,54,44,12,37
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,38
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Torri Douglas,2,38
Mike Stack,60,0,0,0,0,0,0,0,0,3,38
Nina Ahmad,,48,0,0,0,0,0,0,0,4,38
Kathi Cozzone,,,31,0,0,0,0,0,0,5,38
John Fetterman,,,,13,0,0,0,0,0,6,38
Ray Sosa,,,,,3,0,0,0,0,7,38
Kyle J Sampson,,,,,,0,0,0,0,8,38
Kyle Shenandoah,,,,,,,0,0,0,9,38
Marisa Piccarreto,,,,,,,,0,0,10,38
Torri Douglas,,,,,,,,,0,11,38
Total,60,48,31,13,3,0,0,0,0,12,38
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,39
,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,39
Torri Douglas,1,15,15,15,9,6,6,2,0,3,39
Kyle Shenandoah,,2,13,14,9,5,4,0,0,4,39
Marisa Piccarreto,,,0,13,7,7,4,1,0,5,39
Kyle J Sampson,,,,1,7,6,5,0,0,6,39
Kathi Cozzone,,,,,1,0,0,0,0,7,39
Mike Stack,,,,,,2,0,0,0,8,39
Nina Ahmad,,,,,,,0,0,0,9,39
John Fetterman,,,,,,,,0,0,10,39
Ray Sosa,,,,,,,,,0,11,39
Total,25,20,20,19,13,13,9,2,0,12,39
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,40
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Torri Douglas,2,40
Mike Stack,99,0,0,0,0,0,0,0,0,3,40
Nina Ahmad,,46,0,0,0,0,0,0,0,4,40
Kathi Cozzone,,,32,0,0,0,0,0,0,5,40
John Fetterman,,,,12,0,0,0,0,0,6,40
Ray Sosa,,,,,2,0,0,0,0,7,40
Kyle J Sampson,,,,,,0,0,0,0,8,40
Kyle Shenandoah,,,,,,,0,0,0,9,40
Marisa Piccarreto,,,,,,,,0,0,10,40
Torri Douglas,,,,,,,,,0,11,40
Total,99,46,32,12,2,0,0,0,0,12,40
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,41
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,2,41
Mike Stack,26,0,0,0,0,19,9,8,6,3,41
Kathi Cozzone,,1,0,0,0,7,4,5,6,4,41
Nina Ahmad,,,0,0,0,1,4,1,1,5,41
John Fetterman,,,,0,0,0,1,0,1,6,41
Ray Sosa,,,,,1,0,0,0,0,7,41
Torri Douglas,,,,,,0,9,9,9,8,41
Kyle J Sampson,,,,,,,0,10,11,9,41
Kyle Shenandoah,,,,,,,,0,11,10,41
Marisa Piccarreto,,,,,,,,,0,11,41
Total,53,10,5,1,1,27,18,14,14,12,41
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,42
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,42
Torri Douglas,0,39,39,37,23,12,12,4,0,3,42
Marisa Piccarreto,,0,40,39,18,11,13,7,1,4,42
Kyle J Sampson,,,1,39,19,11,12,4,0,5,42
Kyle Shenandoah,,,,0,21,9,11,4,0,6,42
Mike Stack,,,,,19,0,0,0,0,7,42
Kathi Cozzone,,,,,,1,0,0,0,8,42
Nina Ahmad,,,,,,,3,0,0,9,42
John Fetterman,,,,,,,,2,0,10,42
Ray Sosa,,,,,,,,,0,11,42
Total,52,51,48,46,51,21,18,9,1,12,42
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,43
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,2,43
Mike Stack,12,0,0,0,0,8,10,7,6,3,43
Kathi Cozzone,,3,0,0,0,6,4,4,3,4,43
Nina Ahmad,,,3,0,0,3,4,5,3,5,43
John Fetterman,,,,1,0,0,0,0,1,6,43
Ray Sosa,,,,,0,1,0,0,0,7,43
Torri Douglas,,,,,,1,11,13,11,8,43
Marisa Piccarreto,,,,,,,0,12,12,9,43
Kyle J Sampson,,,,,,,,0,12,10,43
Kyle Shenandoah,,,,,,,,,0,11,43
Total,24,11,9,2,1,19,18,16,13,12,43
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,44
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,44
Torri Douglas,1,52,48,46,31,25,12,6,1,3,44
Kyle J Sampson,,1,48,47,30,18,10,6,0,4,44
Marisa Piccarreto,,,1,47,28,19,10,5,0,5,44
Kyle Shenandoah,,,,0,23,16,9,5,0,6,44
Mike Stack,,,,,18,0,0,0,0,7,44
Nina Ahmad,,,,,,4,0,0,0,8,44
Kathi Cozzone,,,,,,,1,0,0,9,44
John Fetterman,,,,,,,,3,0,10,44
Ray Sosa,,,,,,,,,0,11,44
Total,76,65,63,53,64,36,20,10,1,12,44
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,45
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,45
Torri Douglas,0,60,58,58,42,23,12,1,1,3,45
Kyle J Sampson,,0,55,57,37,24,10,3,0,4,45
Marisa Piccarreto,,,0,54,32,22,9,1,2,5,45
Kyle Shenandoah,,,,1,28,21,8,2,0,6,45
Mike Stack,,,,,18,0,0,0,0,7,45
Nina Ahmad,,,,,,10,0,0,0,8,45
Kathi Cozzone,,,,,,,1,0,0,9,45
John Fetterman,,,,,,,,2,0,10,45
Ray Sosa,,,,,,,,,1,11,45
Total,80,75,67,61,70,41,16,6,3,12,45
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,46
,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,2,46
Mike Stack,32,0,0,0,0,22,23,18,19,3,46
Kathi Cozzone,,5,0,0,0,18,15,16,16,4,46
Nina Ahmad,,,5,0,0,16,14,13,11,5,46
Ray Sosa,,,,0,0,0,1,2,1,6,46
John Fetterman,,,,,0,1,0,0,0,7,46
Torri Douglas,,,,,,0,45,43,42,8,46
Kyle J Sampson,,,,,,,0,43,43,9,46
Marisa Piccarreto,,,,,,,,1,43,10,46
Kyle Shenandoah,,,,,,,,,0,11,46
Total,66,27,23,2,1,60,55,53,50,12,46
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,47
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,2,47
Mike Stack,7,0,0,0,0,5,4,3,3,3,47
Nina Ahmad,,0,0,0,0,4,1,1,1,4,47
Kathi Cozzone,,,1,0,0,4,2,1,1,5,47
John Fetterman,,,,0,0,0,0,0,0,6,47
Ray Sosa,,,,,0,0,0,0,0,7,47
Torri Douglas,,,,,,0,5,6,4,8,47
Marisa Piccarreto,,,,,,,0,4,4,9,47
Kyle J Sampson,,,,,,,,0,4,10,47
Kyle Shenandoah,,,,,,,,,0,11,47
Total,15,6,5,0,0,14,8,6,6,12,47
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,48
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,2,48
Mike Stack,35,0,0,0,0,28,25,24,25,3,48
Nina Ahmad,,0,0,0,0,12,13,12,10,4,48
John Fetterman,,,1,0,0,5,3,3,3,5,48
Kathi Cozzone,,,,0,0,5,3,4,3,6,48
Ray Sosa,,,,,1,0,0,0,0,7,48
Torri Douglas,,,,,,0,35,38,35,8,48
Kyle Shenandoah,,,,,,,0,35,35,9,48
Marisa Piccarreto,,,,,,,,0,37,10,48
Kyle J Sampson,,,,,,,,,0,11,48
Total,74,18,6,5,1,50,44,43,41,12,48
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,49
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,49
Torri Douglas,0,48,44,47,23,23,11,3,0,3,49
Marisa Piccarreto,,0,45,45,22,19,10,2,0,4,49
Kyle J Sampson,,,1,45,21,15,11,4,0,5,49
Kyle Shenandoah,,,,0,19,19,9,3,0,6,49
Mike Stack,,,,,29,0,0,0,0,7,49
Nina Ahmad,,,,,,4,0,0,0,8,49
Kathi Cozzone,,,,,,,4,0,0,9,49
John Fetterman,,,,,,,,0,0,10,49
Ray Sosa,,,,,,,,,0,11,49
Total,61,54,53,51,60,29,17,6,0,12,49
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,50
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,2,50
Mike Stack,42,0,0,0,0,28,26,23,23,3,50
Kathi Cozzone,,2,0,0,0,14,13,12,12,4,50
Nina Ahmad,,,4,0,0,7,11,7,6,5,50
John Fetterman,,,,1,0,2,2,3,2,6,50
Ray Sosa,,,,,0,1,0,0,0,7,50
Torri Douglas,,,,,,1,41,40,39,8,50
Marisa Piccarreto,,,,,,,0,40,39,9,50
Kyle J Sampson,,,,,,,,0,38,10,50
Kyle Shenandoah,,,,,,,,,1,11,50
Total,79,17,17,5,1,53,52,45,44,12,50
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,51
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,51
Marisa Piccarreto,1,19,20,19,7,9,4,3,2,3,51
Torri Douglas,,0,18,18,7,10,3,3,1,4,51
Kyle Shenandoah,,,0,19,6,9,2,4,2,5,51
Kyle J Sampson,,,,0,6,8,3,3,1,6,51
Mike Stack,,,,,7,0,0,0,0,7,51
Kathi Cozzone,,,,,,3,0,0,0,8,51
Nina Ahmad,,,,,,,1,0,0,9,51
John Fetterman,,,,,,,,0,0,10,51
Ray Sosa,,,,,,,,,0,11,51
Total,26,24,23,21,18,15,7,4,2,12,51
