col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,order,division
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,1,34
,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,2,34
Margaret L Recupido,1,2,1,0,1,1,1,0,0,3,34
Camille G Mccolgan,,0,1,0,1,1,1,0,0,4,34
Dan Tinney,,,0,1,0,1,0,1,0,5,34
Joseph Giedemann,,,,0,0,0,0,1,0,6,34
Linwood Holland,,,,,0,0,1,0,0,7,34
Jeff Bartos,,,,,,1,0,0,0,8,34
Kathy Coder,,,,,,,1,0,0,9,34
Diana Irey Vaughan,,,,,,,,0,0,10,34
Peg Luksik,,,,,,,,,0,11,34
Total,3,2,2,1,1,2,2,1,0,12,34
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,1,35
,Camille G Mccolgan,Dan Tinney,Linwood Holland,Joseph Giedemann,Margaret L Recupido,Diana Irey Vaughan,Kathy Coder,Jeff Bartos,Peg Luksik,2,35
Camille G Mccolgan,0,4,4,1,2,2,3,1,0,3,35
Dan Tinney,,0,2,2,0,3,0,1,0,4,35
Linwood Holland,,,0,1,2,2,2,0,0,5,35
Joseph Giedemann,,,,0,0,2,0,0,0,6,35
Margaret L Recupido,,,,,0,0,2,0,0,7,35
Diana Irey Vaughan,,,,,,0,0,0,0,8,35
Kathy Coder,,,,,,,0,0,0,9,35
Jeff Bartos,,,,,,,,0,0,10,35
Peg Luksik,,,,,,,,,0,11,35
Total,7,5,4,2,2,3,3,1,0,12,35
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,1,36
,Dan Tinney,Linwood Holland,Camille G Mccolgan,Joseph Giedemann,Margaret L Recupido,Jeff Bartos,Kathy Coder,Diana Irey Vaughan,Peg Luksik,2,36
Dan Tinney,0,5,4,3,3,4,1,0,0,3,36
Linwood Holland,,0,3,3,3,3,1,0,0,4,36
Camille G Mccolgan,,,0,1,2,3,1,0,0,5,36
Joseph Giedemann,,,,0,1,1,1,0,0,6,36
Margaret L Recupido,,,,,0,3,0,0,0,7,36
Jeff Bartos,,,,,,0,0,0,0,8,36
Kathy Coder,,,,,,,0,0,0,9,36
Diana Irey Vaughan,,,,,,,,0,0,10,36
Peg Luksik,,,,,,,,,0,11,36
Total,6,5,4,3,3,4,1,0,0,12,36
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,1,37
,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Linwood Holland,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,37
Margaret L Recupido,0,6,8,5,4,6,5,2,0,3,37
Camille G Mccolgan,,1,5,4,3,2,3,2,0,4,37
Dan Tinney,,,0,5,4,1,6,1,0,5,37
Joseph Giedemann,,,,0,3,1,4,1,0,6,37
Linwood Holland,,,,,0,2,4,0,0,7,37
Kathy Coder,,,,,,1,0,0,0,8,37
Diana Irey Vaughan,,,,,,,0,0,0,9,37
Jeff Bartos,,,,,,,,0,0,10,37
Peg Luksik,,,,,,,,,0,11,37
Total,14,9,9,6,6,8,6,3,0,12,37
,Lieutenant Governor - Republican,,,,Member Of The - Republican State Committee 13th Congressional District,,,,,1,38
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Linwood Holland,Joseph Giedemann,Camille G Mccolgan,Dan Tinney,Margaret L Recupido,2,38
Kathy Coder,1,0,0,0,6,3,5,2,3,3,38
Diana Irey Vaughan,,2,0,0,2,1,1,1,2,4,38
Jeff Bartos,,,0,0,0,2,0,3,0,5,38
Peg Luksik,,,,0,0,0,0,0,0,6,38
Linwood Holland,,,,,0,1,4,2,4,7,38
Joseph Giedemann,,,,,,1,1,4,1,8,38
Camille G Mccolgan,,,,,,,0,1,2,9,38
Dan Tinney,,,,,,,,0,2,10,38
Margaret L Recupido,,,,,,,,,1,11,38
Total,11,5,3,0,8,7,6,6,6,12,38
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,1,39
,Linwood Holland,Margaret L Recupido,Camille G Mccolgan,Dan Tinney,Joseph Giedemann,Diana Irey Vaughan,Jeff Bartos,Kathy Coder,Peg Luksik,2,39
Linwood Holland,1,3,4,2,1,3,2,0,0,3,39
Margaret L Recupido,,0,5,2,2,2,2,2,0,4,39
Camille G Mccolgan,,,0,2,2,2,2,1,0,5,39
Dan Tinney,,,,0,1,0,2,0,0,6,39
Joseph Giedemann,,,,,0,0,2,0,0,7,39
Diana Irey Vaughan,,,,,,1,0,0,0,8,39
Jeff Bartos,,,,,,,0,0,0,9,39
Kathy Coder,,,,,,,,0,0,10,39
Peg Luksik,,,,,,,,,0,11,39
Total,7,7,6,3,2,5,3,2,0,12,39
,Member Of The - Republican State Committee 13th Congressional District,,,,,Lieutenant Governor - Republican,,,,1,40
,Camille G Mccolgan,Dan Tinney,Linwood Holland,Margaret L Recupido,Joseph Giedemann,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,2,40
Camille G Mccolgan,0,1,0,0,0,2,0,0,0,3,40
Dan Tinney,,0,0,0,0,1,0,0,0,4,40
Linwood Holland,,,1,0,0,0,0,0,0,5,40
Margaret L Recupido,,,,0,0,0,1,0,0,6,40
Joseph Giedemann,,,,,0,0,0,0,0,7,40
Kathy Coder,,,,,,0,0,0,0,8,40
Diana Irey Vaughan,,,,,,,0,0,0,9,40
Jeff Bartos,,,,,,,,0,0,10,40
Peg Luksik,,,,,,,,,0,11,40
Total,2,1,1,1,0,2,1,0,0,12,40
,Lieutenant Governor - Republican,,,,Member Of The - Republican State Committee 13th Congressional District,,,,,1,41
,Kathy Coder,Diana Irey Vaughan,Jeff Bartos,Peg Luksik,Camille G Mccolgan,Linwood Holland,Joseph Giedemann,Margaret L Recupido,Dan Tinney,2,41
Kathy Coder,1,0,0,0,5,4,3,3,0,3,41
Diana Irey Vaughan,,3,0,0,1,0,0,1,0,4,41
Jeff Bartos,,,0,0,1,1,1,0,1,5,41
Peg Luksik,,,,0,0,0,0,0,0,6,41
Camille G Mccolgan,,,,,0,3,2,4,0,7,41
Linwood Holland,,,,,,1,3,3,1,8,41
Joseph Giedemann,,,,,,,0,2,1,9,41
Margaret L Recupido,,,,,,,,0,0,10,41
Dan Tinney,,,,,,,,,0,11,41
Total,8,4,2,0,7,6,4,4,1,12,41
