col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
John Fetterman,,,,,,,,,,,,,,,,,2,0,19,13
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,13
Total,80,63,57,47,37,33,32,30,24,19,19,13,13,65,21,15,7,0,21,13
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,John Brady,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,14
Kathryn S Huggins,1,50,46,44,40,35,30,27,26,25,16,12,12,30,31,17,5,1,3,14
Dewayne Drummond,,2,42,35,39,20,22,18,21,15,13,13,12,22,18,12,5,0,4,14
Ken Washington,,,1,41,33,21,18,17,21,13,10,10,13,29,16,7,4,0,5,14
Liam G Boyle,,,,0,27,20,23,18,16,16,8,7,10,26,15,7,3,0,6,14
Kevin Bundy,,,,,1,14,16,13,25,16,11,11,12,15,19,10,4,0,7,14
Lisa Rhodes,,,,,,1,18,27,17,11,13,9,2,13,16,4,3,0,8,14
Monica Maria Djerassi,,,,,,,0,17,11,14,11,8,4,12,18,4,2,0,9,14
Linda Norris,,,,,,,,0,14,13,13,4,1,11,13,4,5,0,10,14
John Brady,,,,,,,,,0,13,9,10,5,11,13,5,3,0,11,14
Rebecca Poyourow,,,,,,,,,,0,5,5,8,5,11,6,5,0,12,14
Jacque Whaumbush,,,,,,,,,,,1,6,3,6,10,3,2,0,13,14
Joe Khan,,,,,,,,,,,,0,3,5,8,2,2,0,14,14
Nat Lownes,,,,,,,,,,,,,0,3,6,2,5,0,15,14
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,14
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,14
Kathi Cozzone,,,,,,,,,,,,,,,,0,0,0,18,14
John Fetterman,,,,,,,,,,,,,,,,,2,0,19,14
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,14
Total,88,60,59,53,50,40,36,34,33,27,22,17,16,43,38,17,11,1,21,14
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Kevin Bundy,Monica Maria Djerassi,Rebecca Poyourow,Joe Khan,Nat Lownes,John Brady,Jacque Whaumbush,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,15
Kathryn S Huggins,1,43,43,35,32,24,25,21,15,8,9,9,6,31,16,10,2,0,3,15
Dewayne Drummond,,0,44,38,27,22,19,17,10,7,8,4,7,28,10,8,1,0,4,15
Ken Washington,,,0,36,26,22,21,15,9,7,8,6,5,29,9,8,1,0,5,15
Liam G Boyle,,,,0,20,16,17,15,8,7,5,3,2,23,4,8,1,0,6,15
Lisa Rhodes,,,,,1,27,12,21,12,7,4,7,8,19,13,3,0,0,7,15
Linda Norris,,,,,,0,6,15,8,3,4,3,5,15,11,1,0,0,8,15
Kevin Bundy,,,,,,,0,9,9,5,6,6,3,9,8,6,1,0,9,15
Monica Maria Djerassi,,,,,,,,0,9,5,2,4,4,12,7,2,0,0,10,15
Rebecca Poyourow,,,,,,,,,0,4,6,6,3,3,9,4,0,0,11,15
Joe Khan,,,,,,,,,,0,3,1,2,3,4,2,0,0,12,15
Nat Lownes,,,,,,,,,,,0,3,1,2,6,2,0,0,13,15
John Brady,,,,,,,,,,,,0,1,3,6,0,0,0,14,15
Jacque Whaumbush,,,,,,,,,,,,,0,6,2,0,0,0,15,15
Mike Stack,,,,,,,,,,,,,,5,0,0,0,0,16,15
Nina Ahmad,,,,,,,,,,,,,,,0,0,0,0,17,15
Kathi Cozzone,,,,,,,,,,,,,,,,0,0,0,18,15
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,15
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,15
Total,62,51,51,40,39,28,27,24,17,10,10,9,8,39,18,12,3,0,21,15
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,16
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Monica Maria Djerassi,Lisa Rhodes,Joe Khan,John Brady,Linda Norris,Jacque Whaumbush,Nat Lownes,Rebecca Poyourow,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Kathryn S Huggins,2,23,21,19,16,10,9,5,5,9,6,7,3,18,7,6,3,0,3,16
Dewayne Drummond,,0,23,19,17,11,9,8,8,9,5,7,4,13,7,5,1,0,4,16
Ken Washington,,,0,16,17,12,10,7,7,6,6,7,4,13,8,5,1,0,5,16
Kevin Bundy,,,,1,12,7,4,4,5,5,4,7,3,7,6,5,1,0,6,16
Liam G Boyle,,,,,0,7,5,3,4,5,3,3,2,8,6,3,1,0,7,16
Monica Maria Djerassi,,,,,,0,8,5,3,5,4,2,3,5,1,6,1,0,8,16
Lisa Rhodes,,,,,,,0,5,4,6,4,3,1,5,1,3,3,0,9,16
Joe Khan,,,,,,,,1,6,3,3,3,1,4,2,1,2,0,10,16
John Brady,,,,,,,,,0,3,2,3,1,4,3,1,2,0,11,16
Linda Norris,,,,,,,,,,0,4,1,0,6,0,2,2,0,12,16
Jacque Whaumbush,,,,,,,,,,,0,3,1,4,0,2,2,0,13,16
Nat Lownes,,,,,,,,,,,,0,1,4,2,2,0,0,14,16
Rebecca Poyourow,,,,,,,,,,,,,0,2,1,1,0,0,15,16
Mike Stack,,,,,,,,,,,,,,2,0,0,0,0,16,16
Kathi Cozzone,,,,,,,,,,,,,,,1,0,0,0,17,16
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,16
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,16
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,16
Total,37,27,27,21,18,13,12,10,10,10,8,8,4,22,11,7,4,0,21,16
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,17
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,John Brady,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Kathryn S Huggins,2,35,33,28,29,18,15,17,16,13,10,7,9,33,13,7,2,0,3,17
Dewayne Drummond,,0,28,23,24,16,13,15,15,10,8,10,9,26,6,7,1,0,4,17
Ken Washington,,,0,22,27,15,14,14,11,11,8,5,5,25,8,6,0,0,5,17
Kevin Bundy,,,,1,22,10,9,8,7,9,4,5,5,15,8,4,2,0,6,17
Liam G Boyle,,,,,0,9,10,10,9,5,5,4,6,18,7,5,1,0,7,17
Linda Norris,,,,,,0,9,12,13,7,5,5,3,11,3,7,1,0,8,17
John Brady,,,,,,,0,12,9,7,7,7,6,12,2,6,1,0,9,17
Lisa Rhodes,,,,,,,,0,11,8,6,5,2,13,0,7,1,0,10,17
Monica Maria Djerassi,,,,,,,,,0,7,7,4,7,12,0,5,2,0,11,17
Nat Lownes,,,,,,,,,,0,3,3,3,11,1,2,1,0,12,17
Rebecca Poyourow,,,,,,,,,,,0,2,2,6,1,5,0,0,13,17
Jacque Whaumbush,,,,,,,,,,,,0,3,6,1,3,0,0,14,17
Joe Khan,,,,,,,,,,,,,0,8,0,0,2,0,15,17
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,17
Kathi Cozzone,,,,,,,,,,,,,,,1,0,0,0,17,17
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,17
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,17
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,17
Total,58,40,40,32,32,22,21,21,20,15,14,10,10,41,14,13,2,0,21,17
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,18
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,18
Kathryn S Huggins,1,58,58,50,36,34,34,20,12,13,8,8,7,48,12,7,4,0,3,18
Ken Washington,,0,58,52,30,33,34,23,15,15,9,4,7,42,12,7,3,0,4,18
Dewayne Drummond,,,0,50,30,33,33,23,8,12,9,6,8,39,11,6,4,0,5,18
Liam G Boyle,,,,1,26,30,28,20,10,11,9,5,5,33,13,5,2,0,6,18
Lisa Rhodes,,,,,0,31,26,9,7,5,2,6,1,30,7,1,0,0,7,18
Linda Norris,,,,,,0,30,8,8,7,2,6,2,28,7,1,1,0,8,18
Monica Maria Djerassi,,,,,,,0,8,8,6,4,6,5,25,9,1,1,0,9,18
Kevin Bundy,,,,,,,,0,4,5,5,2,3,12,7,4,3,0,10,18
John Brady,,,,,,,,,0,7,3,4,3,8,6,2,1,0,11,18
Rebecca Poyourow,,,,,,,,,,0,5,2,3,5,6,2,3,0,12,18
Nat Lownes,,,,,,,,,,,0,3,2,6,4,0,1,0,13,18
Jacque Whaumbush,,,,,,,,,,,,0,2,5,4,0,0,0,14,18
Joe Khan,,,,,,,,,,,,,0,3,2,1,1,0,15,18
Mike Stack,,,,,,,,,,,,,,2,0,0,0,0,16,18
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,18
Kathi Cozzone,,,,,,,,,,,,,,,,1,0,0,18,18
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,18
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,18
Total,76,69,65,58,40,39,39,27,18,16,11,9,8,56,20,10,6,0,21,18
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,19
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,John Brady,Joe Khan,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,19
Kathryn S Huggins,3,62,66,51,43,41,36,31,28,16,13,15,7,57,19,14,8,0,3,19
Dewayne Drummond,,1,62,52,39,32,30,29,23,11,14,14,11,43,15,15,4,0,4,19
Ken Washington,,,0,49,40,33,30,24,26,13,11,10,6,40,16,17,4,0,5,19
Liam G Boyle,,,,0,33,21,19,23,17,4,10,12,6,32,13,9,3,0,6,19
Kevin Bundy,,,,,0,20,19,9,21,8,13,6,5,24,15,8,1,0,7,19
Lisa Rhodes,,,,,,0,36,25,16,12,10,6,10,31,4,8,4,0,8,19
Linda Norris,,,,,,,0,24,18,8,6,8,12,29,4,9,2,0,9,19
Monica Maria Djerassi,,,,,,,,0,11,5,7,9,10,22,6,6,3,0,10,19
John Brady,,,,,,,,,0,7,9,3,5,20,3,10,1,0,11,19
Joe Khan,,,,,,,,,,0,6,3,1,10,0,6,2,0,12,19
Nat Lownes,,,,,,,,,,,0,4,4,11,3,3,1,0,13,19
Rebecca Poyourow,,,,,,,,,,,,0,5,7,2,6,2,0,14,19
Jacque Whaumbush,,,,,,,,,,,,,0,9,2,3,0,0,15,19
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,19
Kathi Cozzone,,,,,,,,,,,,,,,2,0,0,0,17,19
Nina Ahmad,,,,,,,,,,,,,,,,2,0,0,18,19
John Fetterman,,,,,,,,,,,,,,,,,2,0,19,19
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,19
Total,103,79,78,59,49,48,44,38,34,18,18,17,14,70,25,25,11,0,21,19
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,20
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Linda Norris,Lisa Rhodes,Liam G Boyle,Kevin Bundy,Nat Lownes,Jacque Whaumbush,Monica Maria Djerassi,Joe Khan,John Brady,Rebecca Poyourow,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,20
Kathryn S Huggins,0,42,35,28,29,25,19,23,22,10,10,8,10,36,13,15,3,0,3,20
Dewayne Drummond,,0,29,28,26,24,20,24,19,10,10,8,10,27,9,8,2,1,4,20
Ken Washington,,,0,17,17,25,20,13,10,8,4,7,5,19,10,11,1,1,5,20
Linda Norris,,,,0,27,9,10,21,18,9,10,8,7,20,7,2,1,2,6,20
Lisa Rhodes,,,,,0,10,9,20,20,11,10,4,7,22,6,3,1,1,7,20
Liam G Boyle,,,,,,0,20,6,3,8,3,4,3,12,5,12,1,0,8,20
Kevin Bundy,,,,,,,0,6,4,4,3,6,4,11,5,9,1,0,9,20
Nat Lownes,,,,,,,,0,16,6,9,5,6,19,3,3,1,1,10,20
Jacque Whaumbush,,,,,,,,,0,4,7,3,4,16,5,1,1,0,11,20
Monica Maria Djerassi,,,,,,,,,,0,3,3,3,8,2,2,0,2,12,20
Joe Khan,,,,,,,,,,,0,1,2,8,2,0,1,1,13,20
John Brady,,,,,,,,,,,,0,3,5,4,1,0,1,14,20
Rebecca Poyourow,,,,,,,,,,,,,0,5,3,2,0,1,15,20
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,20
Nina Ahmad,,,,,,,,,,,,,,,2,0,0,0,17,20
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,18,20
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,20
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,20
Total,68,48,42,33,33,30,27,27,23,14,13,12,12,46,20,18,3,2,21,20
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,21
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Linda Norris,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,21
Kathryn S Huggins,1,42,40,27,31,28,29,26,21,17,15,17,11,41,18,13,2,0,3,21
Dewayne Drummond,,1,35,26,23,22,23,18,12,15,13,13,7,22,14,12,1,0,4,21
Ken Washington,,,1,23,23,22,22,19,12,13,14,9,8,23,13,10,2,0,5,21
Kevin Bundy,,,,0,15,10,15,8,7,11,11,4,4,17,9,8,0,0,6,21
Monica Maria Djerassi,,,,,0,20,15,15,18,9,8,9,7,13,13,6,1,0,7,21
Lisa Rhodes,,,,,,0,10,17,12,8,11,14,7,14,11,4,1,0,8,21
Liam G Boyle,,,,,,,0,7,8,7,4,4,6,12,6,8,1,0,9,21
Linda Norris,,,,,,,,0,11,7,9,10,5,14,9,3,1,0,10,21
Rebecca Poyourow,,,,,,,,,0,9,4,10,6,10,9,4,0,0,11,21
John Brady,,,,,,,,,,0,4,5,2,11,7,3,0,0,12,21
Nat Lownes,,,,,,,,,,,0,4,2,10,3,4,0,0,13,21
Jacque Whaumbush,,,,,,,,,,,,0,3,9,6,2,0,0,14,21
Joe Khan,,,,,,,,,,,,,0,8,3,1,0,0,15,21
Mike Stack,,,,,,,,,,,,,,8,0,0,0,0,16,21
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,21
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,18,21
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,21
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,21
Total,78,52,51,36,34,32,30,27,23,22,18,17,12,61,22,21,2,0,21,21
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,22
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Linda Norris,Kevin Bundy,Rebecca Poyourow,John Brady,Joe Khan,Nat Lownes,Jacque Whaumbush,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,22
Kathryn S Huggins,0,49,46,41,37,33,32,26,26,19,11,15,15,38,19,12,6,0,3,22
Dewayne Drummond,,3,42,28,27,31,23,20,14,11,8,9,9,23,18,7,4,0,4,22
Ken Washington,,,0,28,23,31,26,19,15,14,12,10,6,25,18,7,4,0,5,22
Monica Maria Djerassi,,,,0,35,23,28,7,21,14,13,12,12,21,15,10,0,1,6,22
Lisa Rhodes,,,,,0,18,30,5,13,11,8,6,12,21,11,9,0,1,7,22
Liam G Boyle,,,,,,0,17,15,9,3,7,8,3,17,10,8,3,0,8,22
Linda Norris,,,,,,,0,4,12,11,9,8,8,16,12,7,1,0,9,22
Kevin Bundy,,,,,,,,0,9,10,4,7,4,14,6,3,4,0,10,22
Rebecca Poyourow,,,,,,,,,0,10,9,12,9,7,14,6,1,0,11,22
John Brady,,,,,,,,,,0,5,6,3,11,6,4,1,1,12,22
Joe Khan,,,,,,,,,,,0,6,5,6,11,2,0,1,13,22
Nat Lownes,,,,,,,,,,,,0,6,6,6,5,1,0,14,22
Jacque Whaumbush,,,,,,,,,,,,,0,7,6,1,1,1,15,22
Mike Stack,,,,,,,,,,,,,,2,0,0,0,0,16,22
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,22
John Fetterman,,,,,,,,,,,,,,,,1,0,0,18,22
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,22
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,22
Total,78,56,55,48,43,39,37,29,29,23,20,18,16,48,32,16,8,1,21,22
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,23
,Kathryn S Huggins,Lisa Rhodes,Ken Washington,Dewayne Drummond,Monica Maria Djerassi,Rebecca Poyourow,Liam G Boyle,Linda Norris,Kevin Bundy,Joe Khan,John Brady,Jacque Whaumbush,Nat Lownes,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,23
Kathryn S Huggins,1,57,53,48,46,48,47,46,38,25,27,25,18,38,22,18,20,0,3,23
Lisa Rhodes,,0,30,30,43,37,26,42,18,25,20,24,8,29,13,13,11,0,4,23
Ken Washington,,,2,40,23,24,35,21,28,21,17,12,14,23,14,11,12,0,5,23
Dewayne Drummond,,,,0,27,27,29,24,27,19,12,16,14,25,14,9,12,0,6,23
Monica Maria Djerassi,,,,,0,38,17,36,14,24,14,24,11,30,11,11,9,0,7,23
Rebecca Poyourow,,,,,,0,26,37,12,19,16,22,11,30,7,11,11,0,8,23
Liam G Boyle,,,,,,,1,22,24,18,21,7,10,17,12,10,12,0,9,23
Linda Norris,,,,,,,,0,12,17,20,24,3,21,10,12,10,0,10,23
Kevin Bundy,,,,,,,,,0,10,16,5,10,10,11,7,14,0,11,23
Joe Khan,,,,,,,,,,0,14,12,8,16,8,9,6,0,12,23
John Brady,,,,,,,,,,,0,7,6,11,10,7,6,0,13,23
Jacque Whaumbush,,,,,,,,,,,,0,4,15,8,5,5,0,14,23
Nat Lownes,,,,,,,,,,,,,0,11,4,2,2,0,15,23
Nina Ahmad,,,,,,,,,,,,,,8,0,0,0,0,16,23
Mike Stack,,,,,,,,,,,,,,,7,0,0,0,17,23
John Fetterman,,,,,,,,,,,,,,,,5,0,0,18,23
Kathi Cozzone,,,,,,,,,,,,,,,,,3,0,19,23
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,23
Total,102,67,62,61,61,59,54,54,43,40,34,33,20,58,36,31,28,1,21,23
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,24
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,24
Kathryn S Huggins,1,70,71,61,58,61,55,41,30,17,22,18,15,50,30,23,4,2,3,24
Dewayne Drummond,,2,67,43,59,41,42,36,14,13,17,4,11,37,24,17,3,1,4,24
Ken Washington,,,1,49,62,46,43,37,15,12,18,10,12,43,19,16,3,1,5,24
Lisa Rhodes,,,,1,36,53,58,13,19,13,10,20,11,38,24,4,3,0,6,24
Liam G Boyle,,,,,0,37,36,28,12,8,12,4,5,35,12,15,3,2,7,24
Monica Maria Djerassi,,,,,,0,49,15,23,10,10,19,11,34,23,4,4,1,8,24
Linda Norris,,,,,,,1,11,17,9,9,15,11,34,19,5,3,1,9,24
Kevin Bundy,,,,,,,,0,13,13,17,5,11,15,15,13,2,1,10,24
Rebecca Poyourow,,,,,,,,,0,7,12,16,8,10,11,8,4,0,11,24
John Brady,,,,,,,,,,1,7,3,7,10,12,3,1,1,12,24
Nat Lownes,,,,,,,,,,,0,3,7,10,9,5,0,0,13,24
Jacque Whaumbush,,,,,,,,,,,,0,5,9,7,2,3,0,14,24
Joe Khan,,,,,,,,,,,,,0,4,11,4,0,0,15,24
Mike Stack,,,,,,,,,,,,,,5,0,0,0,0,16,24
Nina Ahmad,,,,,,,,,,,,,,,5,0,0,0,17,24
Kathi Cozzone,,,,,,,,,,,,,,,,0,0,0,18,24
John Fetterman,,,,,,,,,,,,,,,,,4,0,19,24
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,24
Total,112,85,84,73,68,67,66,46,33,28,24,21,19,67,48,25,10,3,21,24
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,25
,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Dewayne Drummond,Linda Norris,Liam G Boyle,Kevin Bundy,Rebecca Poyourow,Monica Maria Djerassi,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,25
Kathryn S Huggins,1,39,40,40,40,37,33,34,32,25,23,20,17,24,25,14,9,0,3,25
Ken Washington,,0,18,25,22,23,25,14,14,13,15,7,12,18,12,9,5,0,4,25
Lisa Rhodes,,,0,20,33,17,14,21,24,15,10,16,14,16,18,3,7,1,5,25
Dewayne Drummond,,,,0,16,23,26,16,15,12,13,11,12,14,14,7,6,0,6,25
Linda Norris,,,,,0,17,15,19,24,16,13,16,14,18,18,2,5,0,7,25
Liam G Boyle,,,,,,0,19,14,12,15,17,6,4,13,10,7,5,0,8,25
Kevin Bundy,,,,,,,0,13,10,12,9,7,9,14,11,5,4,0,9,25
Rebecca Poyourow,,,,,,,,0,24,11,12,12,7,8,18,4,6,0,10,25
Monica Maria Djerassi,,,,,,,,,0,13,7,12,9,12,15,5,3,0,11,25
John Brady,,,,,,,,,,0,8,7,4,14,8,1,3,0,12,25
Nat Lownes,,,,,,,,,,,0,6,8,9,8,3,3,0,13,25
Jacque Whaumbush,,,,,,,,,,,,0,8,6,11,2,3,0,14,25
Joe Khan,,,,,,,,,,,,,0,8,7,2,3,0,15,25
Mike Stack,,,,,,,,,,,,,,5,0,0,0,0,16,25
Nina Ahmad,,,,,,,,,,,,,,,6,0,0,0,17,25
Kathi Cozzone,,,,,,,,,,,,,,,,2,0,0,18,25
John Fetterman,,,,,,,,,,,,,,,,,3,0,19,25
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,25
Total,77,46,45,44,44,39,36,36,35,28,24,23,20,40,35,16,12,1,21,25
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,26
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Lisa Rhodes,Kevin Bundy,Monica Maria Djerassi,Liam G Boyle,Nat Lownes,Rebecca Poyourow,Linda Norris,John Brady,Jacque Whaumbush,Joe Khan,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,26
Kathryn S Huggins,0,18,18,18,14,15,13,15,14,11,10,8,3,13,14,6,0,0,3,26
Ken Washington,,1,13,6,11,7,11,10,6,3,6,4,2,9,8,3,0,0,4,26
Dewayne Drummond,,,0,9,10,5,11,8,7,4,7,2,3,5,9,3,0,0,5,26
Lisa Rhodes,,,,0,3,12,3,7,9,9,8,7,2,8,6,4,0,0,6,26
Kevin Bundy,,,,,0,3,10,7,5,2,5,0,0,5,5,3,0,0,7,26
Monica Maria Djerassi,,,,,,0,5,8,8,8,3,6,2,8,5,3,0,0,8,26
Liam G Boyle,,,,,,,0,7,5,2,2,2,1,4,6,3,1,0,9,26
Nat Lownes,,,,,,,,0,7,4,6,4,1,6,7,1,0,0,10,26
Rebecca Poyourow,,,,,,,,,0,10,3,5,3,6,6,2,0,0,11,26
Linda Norris,,,,,,,,,,0,3,6,2,6,2,3,0,0,12,26
John Brady,,,,,,,,,,,0,2,1,5,2,2,0,0,13,26
Jacque Whaumbush,,,,,,,,,,,,0,0,5,1,2,0,0,14,26
Joe Khan,,,,,,,,,,,,,0,1,2,1,0,0,15,26
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,26
Kathi Cozzone,,,,,,,,,,,,,,,0,0,0,0,17,26
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,26
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,26
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,26
Total,36,22,19,18,16,16,15,15,14,11,10,8,4,17,14,7,2,0,21,26
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,27
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Lisa Rhodes,Liam G Boyle,Kevin Bundy,Linda Norris,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,Joe Khan,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,27
Kathryn S Huggins,0,54,58,41,42,37,34,28,19,23,18,13,8,46,21,12,4,0,3,27
Ken Washington,,1,53,36,38,36,31,20,18,18,13,10,8,39,14,10,4,0,4,27
Dewayne Drummond,,,2,34,44,35,29,24,16,18,18,10,9,39,15,9,4,0,5,27
Lisa Rhodes,,,,0,23,23,34,22,18,17,13,12,6,26,20,2,5,0,6,27
Liam G Boyle,,,,,0,22,18,18,9,9,9,4,2,29,9,7,2,0,7,27
Kevin Bundy,,,,,,1,20,14,17,15,12,8,7,24,9,9,2,0,8,27
Linda Norris,,,,,,,0,19,17,13,7,10,6,18,16,2,3,0,9,27
Monica Maria Djerassi,,,,,,,,0,8,13,8,8,5,19,10,1,2,0,10,27
John Brady,,,,,,,,,1,10,5,2,6,15,7,3,3,0,11,27
Rebecca Poyourow,,,,,,,,,,0,10,8,5,13,6,4,2,0,12,27
Nat Lownes,,,,,,,,,,,0,7,4,13,6,2,0,0,13,27
Jacque Whaumbush,,,,,,,,,,,,0,4,7,7,0,2,0,14,27
Joe Khan,,,,,,,,,,,,,0,9,2,1,1,0,15,27
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,27
Nina Ahmad,,,,,,,,,,,,,,,2,0,0,0,17,27
Kathi Cozzone,,,,,,,,,,,,,,,,1,0,0,18,27
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,27
