col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Darrell L Clarke,,,,0,36,34,32,39,13,13,9,7,6,9,6,39
Mariel J K Martin,,,,,0,38,36,34,13,14,12,7,7,8,7,39
Andi Perez,,,,,,0,37,33,11,13,6,8,10,8,8,39
Micah Mahjoubian,,,,,,,0,31,7,10,6,7,6,4,9,39
Matthew D Myers,,,,,,,,0,11,10,6,5,6,5,10,39
Joe Celentano,,,,,,,,,5,19,16,13,12,10,11,39
Rhea Powell,,,,,,,,,,1,17,14,15,13,12,39
Amanda Mcillmurray,,,,,,,,,,,0,9,7,10,13,39
Noam Kugelmass,,,,,,,,,,,,0,8,4,14,39
Jon Geeting,,,,,,,,,,,,,0,6,15,39
Judi Golding Baker,,,,,,,,,,,,,,0,16,39
Total,83,53,51,46,46,45,43,42,34,32,20,17,16,14,17,39
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,40
,Tom Wolf,Rhea Powell,Tom Young,Micah Mahjoubian,Joe Celentano,Judi Golding Baker,Noam Kugelmass,Amanda Mcillmurray,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Darrell L Clarke,Matthew D Myers,Jon Geeting,2,40
Tom Wolf,13,22,18,17,15,14,13,13,13,12,10,10,7,6,3,40
Rhea Powell,,0,14,10,12,11,12,10,9,8,9,5,5,4,4,40
Tom Young,,,2,11,12,10,10,8,8,8,6,4,3,3,5,40
Micah Mahjoubian,,,,0,11,8,9,6,8,8,5,5,4,2,6,40
Joe Celentano,,,,,0,8,11,8,7,4,4,4,5,4,7,40
Judi Golding Baker,,,,,,0,8,10,10,9,6,7,5,4,8,40
Noam Kugelmass,,,,,,,0,6,5,3,3,3,5,4,9,40
Amanda Mcillmurray,,,,,,,,0,8,8,5,5,4,4,10,40
Mariel J K Martin,,,,,,,,,0,9,9,7,5,3,11,40
Marylouise Isaacson,,,,,,,,,,0,7,6,3,1,12,40
Andi Perez,,,,,,,,,,,0,4,3,2,13,40
Darrell L Clarke,,,,,,,,,,,,0,3,1,14,40
Matthew D Myers,,,,,,,,,,,,,1,3,15,40
Jon Geeting,,,,,,,,,,,,,,0,16,40
Total,50,23,21,18,16,14,14,13,13,12,10,10,9,6,17,40
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,41
,Tom Wolf,Joe Celentano,Rhea Powell,Mariel J K Martin,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Micah Mahjoubian,Tom Young,Matthew D Myers,Darrell L Clarke,Judi Golding Baker,Noam Kugelmass,Jon Geeting,2,41
Tom Wolf,22,27,27,20,20,19,17,18,18,13,16,11,11,10,3,41
Joe Celentano,,1,14,11,12,13,10,11,13,7,7,4,8,9,4,41
Rhea Powell,,,0,13,15,14,15,12,12,5,7,11,10,9,5,41
Mariel J K Martin,,,,0,16,13,11,11,9,7,10,8,6,4,6,41
Marylouise Isaacson,,,,,0,13,12,11,12,6,8,7,7,7,7,41
Andi Perez,,,,,,0,10,13,12,7,7,6,7,10,8,41
Amanda Mcillmurray,,,,,,,0,7,8,3,6,9,7,7,9,41
Micah Mahjoubian,,,,,,,,0,12,5,9,5,9,5,10,41
Tom Young,,,,,,,,,0,7,7,2,7,7,11,41
Matthew D Myers,,,,,,,,,,4,11,3,1,3,12,41
Darrell L Clarke,,,,,,,,,,,0,6,3,2,13,41
Judi Golding Baker,,,,,,,,,,,,0,5,3,14,41
Noam Kugelmass,,,,,,,,,,,,,0,4,15,41
Jon Geeting,,,,,,,,,,,,,,0,16,41
Total,71,28,28,21,21,20,18,18,18,17,16,12,11,10,17,41
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,42
,Tom Wolf,Amanda Mcillmurray,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Tom Young,Andi Perez,Darrell L Clarke,Judi Golding Baker,Mariel J K Martin,Joe Celentano,Matthew D Myers,Jon Geeting,Noam Kugelmass,2,42
Tom Wolf,21,34,35,34,27,26,26,24,19,21,17,15,15,15,3,42
Amanda Mcillmurray,,5,22,20,13,10,15,8,18,11,10,8,9,7,4,42
Marylouise Isaacson,,,0,23,19,16,19,17,17,17,12,13,9,11,5,42
Rhea Powell,,,,0,16,10,17,12,17,10,12,7,10,11,6,42
Micah Mahjoubian,,,,,2,17,17,12,9,12,10,10,9,8,7,42
Tom Young,,,,,,0,12,11,5,9,5,10,7,5,8,42
Andi Perez,,,,,,,0,11,10,12,9,7,9,8,9,42
Darrell L Clarke,,,,,,,,0,8,12,7,12,6,7,10,42
Judi Golding Baker,,,,,,,,,0,10,5,7,4,7,11,42
Mariel J K Martin,,,,,,,,,,0,2,6,5,4,12,42
Joe Celentano,,,,,,,,,,,1,6,8,7,13,42
Matthew D Myers,,,,,,,,,,,,0,6,6,14,42
Jon Geeting,,,,,,,,,,,,,0,6,15,42
Noam Kugelmass,,,,,,,,,,,,,,0,16,42
Total,91,41,35,35,30,27,26,24,21,21,20,16,15,15,17,42
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,43
,Tom Wolf,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Marylouise Isaacson,Tom Young,Andi Perez,Jon Geeting,Noam Kugelmass,Judi Golding Baker,Micah Mahjoubian,Mariel J K Martin,Matthew D Myers,Darrell L Clarke,2,43
Tom Wolf,19,48,46,41,41,37,32,29,26,20,19,17,13,10,3,43
Rhea Powell,,0,38,33,36,32,28,25,25,13,12,13,8,5,4,43
Amanda Mcillmurray,,,0,31,37,30,28,24,25,17,12,13,8,7,5,43
Joe Celentano,,,,0,30,28,22,23,21,11,8,9,7,3,6,43
Marylouise Isaacson,,,,,0,31,29,22,22,13,12,14,10,6,7,43
Tom Young,,,,,,0,25,21,24,6,9,9,6,2,8,43
Andi Perez,,,,,,,0,21,19,9,9,9,6,4,9,43
Jon Geeting,,,,,,,,0,17,5,6,7,5,4,10,43
Noam Kugelmass,,,,,,,,,0,7,5,5,5,1,11,43
Judi Golding Baker,,,,,,,,,,0,9,7,5,7,12,43
Micah Mahjoubian,,,,,,,,,,,0,9,5,4,13,43
Mariel J K Martin,,,,,,,,,,,,0,7,5,14,43
Matthew D Myers,,,,,,,,,,,,,1,2,15,43
Darrell L Clarke,,,,,,,,,,,,,,0,16,43
Total,93,49,47,42,42,38,32,30,27,20,19,17,14,10,17,43
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,44
,Tom Wolf,Joe Celentano,Rhea Powell,Amanda Mcillmurray,Mariel J K Martin,Micah Mahjoubian,Darrell L Clarke,Marylouise Isaacson,Noam Kugelmass,Tom Young,Andi Perez,Jon Geeting,Matthew D Myers,Judi Golding Baker,2,44
Tom Wolf,18,27,26,18,13,13,10,13,13,13,11,11,9,6,3,44
Joe Celentano,,5,22,12,13,13,10,12,13,13,9,10,9,4,4,44
Rhea Powell,,,1,12,10,12,7,12,12,12,11,11,7,5,5,44
Amanda Mcillmurray,,,,2,8,7,7,7,7,7,6,7,4,3,6,44
Mariel J K Martin,,,,,0,5,10,8,7,6,5,5,8,4,7,44
Micah Mahjoubian,,,,,,1,3,8,8,7,5,7,5,2,8,44
Darrell L Clarke,,,,,,,2,4,6,5,5,3,5,3,9,44
Marylouise Isaacson,,,,,,,,0,7,8,5,9,5,4,10,44
Noam Kugelmass,,,,,,,,,0,9,2,7,4,2,11,44
Tom Young,,,,,,,,,,0,5,7,4,4,12,44
Andi Perez,,,,,,,,,,,0,5,4,3,13,44
Jon Geeting,,,,,,,,,,,,0,2,2,14,44
Matthew D Myers,,,,,,,,,,,,,0,3,15,44
Judi Golding Baker,,,,,,,,,,,,,,0,16,44
Total,61,36,30,21,16,15,14,14,14,14,13,12,12,7,17,44
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,45
,Tom Wolf,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Joe Celentano,Judi Golding Baker,Mariel J K Martin,Noam Kugelmass,Tom Young,Jon Geeting,Darrell L Clarke,Matthew D Myers,2,45
Tom Wolf,41,108,86,73,66,62,53,54,53,49,43,45,32,21,3,45
Amanda Mcillmurray,,2,66,62,55,43,32,49,48,33,34,30,22,13,4,45
Rhea Powell,,,1,59,53,44,32,46,39,37,36,24,21,13,5,45
Marylouise Isaacson,,,,0,46,39,21,42,41,33,26,20,18,10,6,45
Andi Perez,,,,,0,36,25,37,32,28,31,23,19,12,7,45
Micah Mahjoubian,,,,,,0,27,30,21,29,29,20,18,16,8,45
Joe Celentano,,,,,,,1,17,14,16,28,19,10,10,9,45
Judi Golding Baker,,,,,,,,0,28,21,18,12,16,13,10,45
Mariel J K Martin,,,,,,,,,0,18,13,10,12,9,11,45
Noam Kugelmass,,,,,,,,,,0,21,18,16,11,12,45
Tom Young,,,,,,,,,,,2,17,14,9,13,45
Jon Geeting,,,,,,,,,,,,1,10,4,14,45
Darrell L Clarke,,,,,,,,,,,,,0,8,15,45
Matthew D Myers,,,,,,,,,,,,,,0,16,45
Total,214,111,88,74,66,64,56,55,53,49,47,46,32,21,17,45
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,46
,Tom Wolf,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Judi Golding Baker,Joe Celentano,Tom Young,Micah Mahjoubian,Noam Kugelmass,Jon Geeting,Darrell L Clarke,Matthew D Myers,2,46
Tom Wolf,52,99,91,86,72,65,65,56,58,56,51,47,41,38,3,46
Rhea Powell,,0,69,62,57,45,52,41,44,42,40,30,24,25,4,46
Amanda Mcillmurray,,,2,65,53,50,51,32,37,45,35,28,22,26,5,46
Marylouise Isaacson,,,,0,57,49,48,34,39,44,28,24,26,24,6,46
Andi Perez,,,,,1,40,36,30,38,39,32,28,24,23,7,46
Mariel J K Martin,,,,,,2,46,22,27,31,23,18,20,21,8,46
Judi Golding Baker,,,,,,,0,25,24,28,27,20,23,23,9,46
Joe Celentano,,,,,,,,3,29,22,23,24,17,13,10,46
Tom Young,,,,,,,,,0,31,24,25,18,20,11,46
Micah Mahjoubian,,,,,,,,,,0,24,19,16,17,12,46
Noam Kugelmass,,,,,,,,,,,0,21,9,15,13,46
Jon Geeting,,,,,,,,,,,,1,13,12,14,46
Darrell L Clarke,,,,,,,,,,,,,0,19,15,46
Matthew D Myers,,,,,,,,,,,,,,1,16,46
Total,219,100,93,86,74,68,66,60,59,56,52,50,44,41,17,46
