col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,order,division
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,14
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,14
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,14
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,14
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,14
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,14
Total,41,36,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,15
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,15
Torri Douglas,15,33,29,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
Kyle J Sampson,,9,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
Marisa Piccarreto,,,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
Kyle Shenandoah,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,15
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,15
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,15
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,15
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,15
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,15
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,15
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,15
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,15
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,15
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,15
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,15
Total,52,44,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,16
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,16
Torri Douglas,15,19,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
Kyle J Sampson,,9,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
Marisa Piccarreto,,,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16
Kyle Shenandoah,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,16
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,16
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,16
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,16
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,16
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,16
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,16
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,16
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,16
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,16
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,16
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,16
Total,40,29,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,17
,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,17
Torri Douglas,18,41,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
Kyle J Sampson,,11,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
Kyle Shenandoah,,,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
Marisa Piccarreto,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,17
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,17
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,17
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,17
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,17
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,17
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,17
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,17
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,17
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,17
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,17
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,17
Total,66,54,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,18
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,18
Torri Douglas,17,32,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
Kyle J Sampson,,11,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Marisa Piccarreto,,,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
Kyle Shenandoah,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,18
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,18
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,18
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,18
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,18
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,18
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,18
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,18
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,18
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,18
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,18
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,18
Total,50,45,35,30,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,19
,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,19
Torri Douglas,11,29,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
Kyle J Sampson,,12,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
Kyle Shenandoah,,,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19
Marisa Piccarreto,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,19
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,19
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,19
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,19
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,19
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,19
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,19
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,19
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,19
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,19
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,19
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,19
Total,43,41,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,20
,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,20
Torri Douglas,19,35,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
Kyle J Sampson,,7,33,30,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
Kyle Shenandoah,,,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
Marisa Piccarreto,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,20
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,20
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,20
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,20
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,20
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,20
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,20
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,20
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,20
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,20
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,20
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,20
Total,56,44,35,32,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,21
,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Marisa Piccarreto,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,21
Torri Douglas,11,19,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21
Kyle Shenandoah,,7,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21
Kyle J Sampson,,,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21
Marisa Piccarreto,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,21
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,21
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,21
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,21
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,21
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,21
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,21
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,21
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,21
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,21
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,21
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,21
Total,31,28,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,22
,Kyle J Sampson,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Dewayne Drummond,Jacque Whaumbush,Joe Khan,John Brady,Kathryn S Huggins,Ken Washington,Kevin Bundy,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,2,22
Kyle J Sampson,9,35,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22
Torri Douglas,,8,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,22
Marisa Piccarreto,,,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22
Kyle Shenandoah,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,22
Dewayne Drummond,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,22
Jacque Whaumbush,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,22
Joe Khan,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,22
John Brady,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,22
Kathryn S Huggins,,,,,,,,,0,0,0,0,0,0,0,0,0,11,22
Ken Washington,,,,,,,,,,0,0,0,0,0,0,0,0,12,22
Kevin Bundy,,,,,,,,,,,0,0,0,0,0,0,0,13,22
Liam G Boyle,,,,,,,,,,,,0,0,0,0,0,0,14,22
Linda Norris,,,,,,,,,,,,,0,0,0,0,0,15,22
Lisa Rhodes,,,,,,,,,,,,,,0,0,0,0,16,22
Monica Maria Djerassi,,,,,,,,,,,,,,,0,0,0,17,22
Nat Lownes,,,,,,,,,,,,,,,,0,0,18,22
Rebecca Poyourow,,,,,,,,,,,,,,,,,0,19,22
Total,45,44,40,38,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Member Of The - Democratic State Committee 8th Senatorial District,,,,1,23
,Kathryn S Huggins,Dewayne Drummond,Kevin Bundy,Ken Washington,Lisa Rhodes,Linda Norris,Liam G Boyle,Rebecca Poyourow,Monica Maria Djerassi,Joe Khan,Nat Lownes,John Brady,Jacque Whaumbush,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Torri Douglas,2,23
Kathryn S Huggins,5,33,31,25,22,19,18,19,16,11,10,8,7,0,0,0,0,3,23
Dewayne Drummond,,1,28,25,19,14,16,17,13,6,9,9,6,0,0,0,0,4,23
Kevin Bundy,,,0,21,16,13,17,13,8,8,8,9,5,0,0,0,0,5,23
Ken Washington,,,,1,13,8,15,12,10,8,8,7,4,0,0,0,0,6,23
Lisa Rhodes,,,,,1,17,8,12,12,10,6,8,9,0,0,0,0,7,23
Linda Norris,,,,,,1,5,11,11,12,6,5,7,0,0,0,0,8,23
Liam G Boyle,,,,,,,1,8,5,5,4,3,4,0,0,0,0,9,23
Rebecca Poyourow,,,,,,,,0,13,3,4,4,5,0,0,0,0,10,23
Monica Maria Djerassi,,,,,,,,,0,6,3,2,7,0,0,0,0,11,23
Joe Khan,,,,,,,,,,0,5,4,5,0,0,0,0,12,23
Nat Lownes,,,,,,,,,,,0,4,4,0,0,0,0,13,23
John Brady,,,,,,,,,,,,0,3,0,0,0,0,14,23
Jacque Whaumbush,,,,,,,,,,,,,0,0,0,0,0,15,23
Kyle J Sampson,,,,,,,,,,,,,,0,0,0,0,16,23
Kyle Shenandoah,,,,,,,,,,,,,,,0,0,0,17,23
Marisa Piccarreto,,,,,,,,,,,,,,,,0,0,18,23
Torri Douglas,,,,,,,,,,,,,,,,,0,19,23
Total,47,38,33,30,28,25,22,22,19,15,13,12,11,0,0,0,0,20,23
