col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,order,division
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,John Fetterman,Kathi Cozzone,Mike Stack,Nina Ahmad,Ray Sosa,2,34
Marisa Piccarreto,0,37,36,36,14,9,10,12,1,3,34
Torri Douglas,,3,35,35,10,9,9,12,0,4,34
Kyle Shenandoah,,,0,35,11,8,8,11,0,5,34
Kyle J Sampson,,,,0,10,8,8,11,0,6,34
John Fetterman,,,,,3,0,0,0,0,7,34
Kathi Cozzone,,,,,,2,0,0,0,8,34
Mike Stack,,,,,,,1,0,0,9,34
Nina Ahmad,,,,,,,,0,0,10,34
Ray Sosa,,,,,,,,,1,11,34
Total,46,43,38,37,17,14,14,12,2,12,34
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,35
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,35
Marisa Piccarreto,1,78,75,72,40,21,20,11,0,3,35
Torri Douglas,,1,72,73,41,22,17,12,0,4,35
Kyle Shenandoah,,,1,70,34,22,20,9,0,5,35
Kyle J Sampson,,,,1,34,18,16,9,0,6,35
Nina Ahmad,,,,,6,0,0,0,0,7,35
Mike Stack,,,,,,1,0,0,0,8,35
John Fetterman,,,,,,,2,0,0,9,35
Kathi Cozzone,,,,,,,,1,0,10,35
Ray Sosa,,,,,,,,,0,11,35
Total,93,93,86,78,55,29,26,17,0,12,35
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,36
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,36
Marisa Piccarreto,0,73,73,61,33,23,22,11,1,3,36
Torri Douglas,,2,64,63,31,25,18,11,1,4,36
Kyle Shenandoah,,,0,61,21,20,22,9,1,5,36
Kyle J Sampson,,,,2,19,19,15,8,1,6,36
Nina Ahmad,,,,,10,0,0,0,0,7,36
Mike Stack,,,,,,15,0,0,0,8,36
John Fetterman,,,,,,,6,0,0,9,36
Kathi Cozzone,,,,,,,,2,0,10,36
Ray Sosa,,,,,,,,,0,11,36
Total,93,91,76,67,49,47,30,17,1,12,36
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,37
,Marisa Piccarreto,Kyle Shenandoah,Torri Douglas,Kyle J Sampson,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,37
Marisa Piccarreto,1,64,59,55,27,23,22,14,0,3,37
Kyle Shenandoah,,2,56,56,23,21,17,14,0,4,37
Torri Douglas,,,4,56,18,20,12,17,1,5,37
Kyle J Sampson,,,,1,15,23,12,13,0,6,37
John Fetterman,,,,,8,0,0,0,0,7,37
Mike Stack,,,,,,3,0,0,0,8,37
Nina Ahmad,,,,,,,7,0,0,9,37
Kathi Cozzone,,,,,,,,1,0,10,37
Ray Sosa,,,,,,,,,1,11,37
Total,87,77,72,64,39,33,30,25,2,12,37
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,38
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,38
Marisa Piccarreto,0,70,67,65,25,23,19,11,0,3,38
Torri Douglas,,1,64,65,21,26,18,8,0,4,38
Kyle Shenandoah,,,1,64,22,23,14,12,0,5,38
Kyle J Sampson,,,,0,23,22,15,7,0,6,38
Mike Stack,,,,,5,0,0,0,0,7,38
Kathi Cozzone,,,,,,1,0,0,0,8,38
Nina Ahmad,,,,,,,2,0,0,9,38
John Fetterman,,,,,,,,2,0,10,38
Ray Sosa,,,,,,,,,0,11,38
Total,80,76,74,69,33,29,23,17,0,12,38
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,39
,Marisa Piccarreto,Kyle Shenandoah,Torri Douglas,Kyle J Sampson,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,39
Marisa Piccarreto,0,58,57,51,25,14,22,11,1,3,39
Kyle Shenandoah,,0,52,52,20,15,20,11,0,4,39
Torri Douglas,,,1,51,25,9,21,10,0,5,39
Kyle J Sampson,,,,0,17,11,18,10,0,6,39
Nina Ahmad,,,,,5,0,0,0,0,7,39
Mike Stack,,,,,,8,0,0,0,8,39
John Fetterman,,,,,,,4,0,0,9,39
Kathi Cozzone,,,,,,,,1,0,10,39
Ray Sosa,,,,,,,,,0,11,39
Total,73,66,66,56,37,30,29,14,1,12,39
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,40
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,40
Marisa Piccarreto,0,68,68,61,27,41,16,8,0,3,40
Torri Douglas,,1,67,64,27,35,14,12,0,4,40
Kyle Shenandoah,,,1,65,26,33,15,9,0,5,40
Kyle J Sampson,,,,1,16,30,13,7,0,6,40
Mike Stack,,,,,7,0,0,0,0,7,40
Nina Ahmad,,,,,,5,0,0,0,8,40
John Fetterman,,,,,,,7,0,0,9,40
Kathi Cozzone,,,,,,,,0,0,10,40
Ray Sosa,,,,,,,,,0,11,40
Total,93,89,85,67,51,51,26,15,0,12,40
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Lieutenant Governor - Democrat,,,,,1,41
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,41
Marisa Piccarreto,0,38,39,34,17,17,7,5,0,3,41
Torri Douglas,,1,35,34,18,15,5,5,0,4,41
Kyle Shenandoah,,,0,34,17,17,3,5,0,5,41
Kyle J Sampson,,,,0,12,15,3,4,0,6,41
John Fetterman,,,,,4,0,0,0,0,7,41
Mike Stack,,,,,,3,0,0,0,8,41
Nina Ahmad,,,,,,,5,0,0,9,41
Kathi Cozzone,,,,,,,,0,0,10,41
Ray Sosa,,,,,,,,,0,11,41
Total,46,44,42,34,27,20,12,6,0,12,41
