col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Nina Ahmad,,,,,,,,,,,,,,,2,0,0,0,17,13
Kathi Cozzone,,,,,,,,,,,,,,,,0,0,0,18,13
John Fetterman,,,,,,,,,,,,,,,,,1,0,19,13
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,13
Total,36,34,33,33,32,29,25,23,21,21,15,9,8,35,18,11,3,0,21,13
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,14
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,Matthew D Myers,Joe Celentano,Rhea Powell,Andi Perez,Tom Young,Marylouise Isaacson,Mariel J K Martin,Micah Mahjoubian,Darrell L Clarke,Jon Geeting,Judi Golding Baker,Amanda Mcillmurray,Noam Kugelmass,2,14
Mike Stack,3,0,0,0,0,14,11,9,11,10,7,7,7,7,4,4,3,3,3,14
Kathi Cozzone,,2,0,0,0,1,3,2,1,1,1,0,1,1,1,0,0,1,4,14
John Fetterman,,,0,0,0,2,4,5,2,3,3,2,2,1,3,2,2,2,5,14
Nina Ahmad,,,,0,0,2,3,2,2,2,2,2,1,1,1,2,2,1,6,14
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
Matthew D Myers,,,,,,4,8,8,9,11,8,8,7,10,4,6,4,2,8,14
Joe Celentano,,,,,,,0,11,8,10,9,6,6,5,8,5,5,5,9,14
Rhea Powell,,,,,,,,0,7,9,7,5,6,4,7,7,6,5,10,14
Andi Perez,,,,,,,,,0,10,9,8,8,6,4,2,4,3,11,14
Tom Young,,,,,,,,,,0,10,8,10,8,8,5,6,5,12,14
Marylouise Isaacson,,,,,,,,,,,0,6,7,6,5,3,4,5,13,14
Mariel J K Martin,,,,,,,,,,,,0,5,6,5,4,2,3,14,14
Micah Mahjoubian,,,,,,,,,,,,,0,5,3,2,3,2,15,14
Darrell L Clarke,,,,,,,,,,,,,,0,2,3,2,0,16,14
Jon Geeting,,,,,,,,,,,,,,,0,5,3,6,17,14
Judi Golding Baker,,,,,,,,,,,,,,,,0,2,3,18,14
Amanda Mcillmurray,,,,,,,,,,,,,,,,,0,1,19,14
Noam Kugelmass,,,,,,,,,,,,,,,,,,0,20,14
Total,29,7,6,4,0,23,21,18,16,16,13,11,11,10,9,8,7,7,21,14
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,15
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Matthew D Myers,Tom Young,Mariel J K Martin,Darrell L Clarke,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Rhea Powell,Joe Celentano,Noam Kugelmass,Judi Golding Baker,Jon Geeting,2,15
Mike Stack,25,0,0,0,0,54,45,39,40,40,38,37,13,13,14,10,5,9,3,15
Nina Ahmad,,4,0,0,0,4,4,6,3,8,4,4,8,6,3,2,6,1,4,15
Kathi Cozzone,,,3,0,0,3,6,3,2,1,3,1,3,6,2,3,1,1,5,15
John Fetterman,,,,5,0,3,2,3,3,1,1,2,2,1,2,1,1,0,6,15
Ray Sosa,,,,,0,1,0,0,0,1,0,0,1,1,0,0,1,0,7,15
Matthew D Myers,,,,,,4,35,41,49,36,31,31,14,12,11,4,8,11,8,15
Tom Young,,,,,,,2,37,28,41,43,39,13,10,14,12,6,8,9,15
Mariel J K Martin,,,,,,,,3,38,41,31,39,14,10,12,9,8,6,10,15
Darrell L Clarke,,,,,,,,,0,30,24,28,5,7,9,2,4,2,11,15
Marylouise Isaacson,,,,,,,,,,0,39,43,17,14,13,10,14,8,12,15
Micah Mahjoubian,,,,,,,,,,,0,35,11,8,10,11,6,3,13,15
Andi Perez,,,,,,,,,,,,0,12,9,10,10,7,5,14,15
Amanda Mcillmurray,,,,,,,,,,,,,2,10,11,9,11,6,15,15
Rhea Powell,,,,,,,,,,,,,,1,9,7,10,5,16,15
Joe Celentano,,,,,,,,,,,,,,,1,9,7,9,17,15
Noam Kugelmass,,,,,,,,,,,,,,,,0,2,5,18,15
Judi Golding Baker,,,,,,,,,,,,,,,,,0,5,19,15
Jon Geeting,,,,,,,,,,,,,,,,,,0,20,15
Total,102,18,17,12,1,85,65,62,60,54,51,47,31,30,23,16,15,13,21,15
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,16
,Amanda Mcillmurray,Joe Celentano,Mariel J K Martin,Rhea Powell,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Noam Kugelmass,Judi Golding Baker,Matthew D Myers,Darrell L Clarke,Jon Geeting,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Amanda Mcillmurray,2,8,9,9,9,6,7,6,5,4,2,3,2,5,6,0,3,0,3,16
Joe Celentano,,0,9,9,9,5,6,5,5,3,3,4,4,6,3,2,3,0,4,16
Mariel J K Martin,,,0,11,10,7,7,5,7,5,6,5,5,3,5,1,4,0,5,16
Rhea Powell,,,,0,10,7,7,5,8,6,5,5,4,4,5,2,2,0,6,16
Tom Young,,,,,1,6,6,5,6,4,4,4,4,4,4,0,3,0,7,16
Marylouise Isaacson,,,,,,2,4,3,5,4,3,2,4,3,3,1,2,0,8,16
Micah Mahjoubian,,,,,,,0,6,4,3,1,1,1,2,3,1,3,0,9,16
Andi Perez,,,,,,,,0,4,1,0,1,1,2,2,1,2,1,10,16
Noam Kugelmass,,,,,,,,,0,2,4,3,3,4,3,1,0,0,11,16
Judi Golding Baker,,,,,,,,,,0,2,1,2,1,3,1,1,0,12,16
Matthew D Myers,,,,,,,,,,,0,4,3,2,2,1,1,0,13,16
Darrell L Clarke,,,,,,,,,,,,0,2,1,2,1,1,0,14,16
Jon Geeting,,,,,,,,,,,,,0,2,0,1,2,0,15,16
Mike Stack,,,,,,,,,,,,,,4,0,0,0,0,16,16
Kathi Cozzone,,,,,,,,,,,,,,,3,0,0,0,17,16
Nina Ahmad,,,,,,,,,,,,,,,,1,0,0,18,16
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,16
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,16
Total,16,14,13,13,12,11,9,8,8,6,6,5,5,15,9,5,4,1,21,16
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,17
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Darrell L Clarke,Mariel J K Martin,Matthew D Myers,Micah Mahjoubian,Marylouise Isaacson,Andi Perez,Rhea Powell,Tom Young,Amanda Mcillmurray,Joe Celentano,Jon Geeting,Noam Kugelmass,Judi Golding Baker,2,17
Mike Stack,4,0,0,0,0,8,8,5,5,8,7,5,6,5,6,4,2,2,3,17
Nina Ahmad,,2,0,0,0,6,5,3,6,6,4,6,5,7,4,4,4,3,4,17
Kathi Cozzone,,,1,0,0,0,2,1,5,1,2,3,2,0,3,2,2,0,5,17
John Fetterman,,,,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,6,17
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
Darrell L Clarke,,,,,,0,10,9,8,7,8,8,8,7,6,6,4,4,8,17
Mariel J K Martin,,,,,,,0,8,9,9,8,7,8,6,6,5,2,3,9,17
Matthew D Myers,,,,,,,,3,6,6,4,2,5,3,1,1,1,2,10,17
Micah Mahjoubian,,,,,,,,,0,9,10,9,9,5,5,5,6,2,11,17
Marylouise Isaacson,,,,,,,,,,0,8,5,9,6,6,4,3,4,12,17
Andi Perez,,,,,,,,,,,1,8,9,5,5,7,5,1,13,17
Rhea Powell,,,,,,,,,,,,0,7,8,10,8,8,2,14,17
Tom Young,,,,,,,,,,,,,1,7,7,7,5,3,15,17
Amanda Mcillmurray,,,,,,,,,,,,,,1,7,7,5,4,16,17
Joe Celentano,,,,,,,,,,,,,,,0,6,5,2,17,17
Jon Geeting,,,,,,,,,,,,,,,,1,5,3,18,17
Noam Kugelmass,,,,,,,,,,,,,,,,,0,2,19,17
Judi Golding Baker,,,,,,,,,,,,,,,,,,0,20,17
Total,19,11,7,3,0,16,16,16,16,15,14,14,14,13,13,11,8,5,21,17
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,18
,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,Rhea Powell,Joe Celentano,Tom Young,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Noam Kugelmass,Micah Mahjoubian,Judi Golding Baker,Matthew D Myers,Jon Geeting,Darrell L Clarke,2,18
Mike Stack,3,0,0,0,0,8,3,9,3,5,4,2,3,2,2,5,2,2,3,18
John Fetterman,,5,0,0,0,2,4,2,3,1,2,2,3,2,2,1,2,0,4,18
Kathi Cozzone,,,1,0,0,3,7,1,0,0,0,0,1,2,0,0,1,0,5,18
Nina Ahmad,,,,1,0,5,1,2,5,4,3,5,1,2,3,0,0,1,6,18
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
Rhea Powell,,,,,,0,7,8,8,9,7,8,6,4,5,2,3,3,8,18
Joe Celentano,,,,,,,0,7,4,5,5,4,4,5,5,2,5,0,9,18
Tom Young,,,,,,,,0,5,6,6,4,6,4,5,3,4,2,10,18
Amanda Mcillmurray,,,,,,,,,0,7,7,8,3,2,5,2,2,3,11,18
Marylouise Isaacson,,,,,,,,,,0,6,7,4,4,6,2,2,3,12,18
Andi Perez,,,,,,,,,,,0,5,4,2,4,3,3,2,13,18
Mariel J K Martin,,,,,,,,,,,,0,2,3,5,0,2,2,14,18
Noam Kugelmass,,,,,,,,,,,,,1,3,2,2,2,2,15,18
Micah Mahjoubian,,,,,,,,,,,,,,0,2,0,3,0,16,18
Judi Golding Baker,,,,,,,,,,,,,,,0,2,2,1,17,18
Matthew D Myers,,,,,,,,,,,,,,,,0,1,1,18,18
Jon Geeting,,,,,,,,,,,,,,,,,0,0,19,18
Darrell L Clarke,,,,,,,,,,,,,,,,,,1,20,18
Total,19,12,9,7,0,18,15,14,11,10,9,9,9,8,7,6,5,4,21,18
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,19
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Andi Perez,Mariel J K Martin,Joe Celentano,Matthew D Myers,Micah Mahjoubian,Tom Young,Judi Golding Baker,Darrell L Clarke,Noam Kugelmass,Jon Geeting,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,19
Rhea Powell,0,15,15,14,10,10,7,9,11,11,8,8,6,10,9,3,4,0,3,19
Amanda Mcillmurray,,0,17,12,17,11,8,13,9,11,11,8,7,7,8,6,1,0,4,19
Marylouise Isaacson,,,0,14,15,10,8,12,11,12,11,8,5,8,9,3,2,0,5,19
Andi Perez,,,,1,13,10,9,10,10,7,9,6,5,7,8,3,2,0,6,19
Mariel J K Martin,,,,,0,7,10,11,9,10,8,7,4,5,8,6,1,0,7,19
Joe Celentano,,,,,,0,6,10,9,3,7,7,5,8,3,4,3,0,8,19
Matthew D Myers,,,,,,,2,8,6,5,6,4,2,8,3,2,2,0,9,19
Micah Mahjoubian,,,,,,,,0,9,5,7,5,5,6,5,5,1,0,10,19
Tom Young,,,,,,,,,0,5,5,8,4,7,5,2,2,0,11,19
Judi Golding Baker,,,,,,,,,,0,6,5,4,3,9,0,1,0,12,19
Darrell L Clarke,,,,,,,,,,,0,4,4,6,4,2,1,0,13,19
Noam Kugelmass,,,,,,,,,,,,0,4,3,6,3,1,0,14,19
Jon Geeting,,,,,,,,,,,,,0,3,4,1,1,0,15,19
Mike Stack,,,,,,,,,,,,,,3,0,0,0,0,16,19
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,19
John Fetterman,,,,,,,,,,,,,,,,3,0,0,18,19
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,19
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,19
Total,26,23,22,21,21,18,18,18,16,14,13,13,9,20,17,10,8,0,21,19
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,20
,Matthew D Myers,Mariel J K Martin,Darrell L Clarke,Tom Young,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,20
Matthew D Myers,13,70,73,58,54,47,48,19,19,18,11,11,9,66,9,7,4,1,3,20
Mariel J K Martin,,1,63,55,53,46,50,21,21,17,11,11,7,56,7,4,8,1,4,20
Darrell L Clarke,,,0,51,47,47,44,16,13,12,8,5,6,53,6,4,4,0,5,20
Tom Young,,,,0,52,51,50,21,19,17,10,10,12,54,7,4,5,1,6,20
Marylouise Isaacson,,,,,0,47,48,17,20,13,13,8,5,45,9,6,4,0,7,20
Micah Mahjoubian,,,,,,0,44,17,14,13,7,7,7,49,6,4,4,0,8,20
Andi Perez,,,,,,,0,14,14,10,8,6,7,42,6,5,4,0,9,20
Rhea Powell,,,,,,,,0,21,22,8,10,11,16,10,4,7,1,10,20
Amanda Mcillmurray,,,,,,,,,0,17,13,12,7,13,11,5,4,1,11,20
Joe Celentano,,,,,,,,,,0,5,12,10,11,7,4,4,1,12,20
Judi Golding Baker,,,,,,,,,,,0,6,3,7,5,4,2,0,13,20
Noam Kugelmass,,,,,,,,,,,,0,7,6,7,1,1,1,14,20
Jon Geeting,,,,,,,,,,,,,0,6,6,1,0,0,15,20
Mike Stack,,,,,,,,,,,,,,19,0,0,0,0,16,20
Nina Ahmad,,,,,,,,,,,,,,,6,0,0,0,17,20
John Fetterman,,,,,,,,,,,,,,,,7,0,0,18,20
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,20
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,20
Total,112,88,80,72,65,64,58,38,34,27,18,16,13,110,23,19,15,1,21,20
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,21
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Matthew D Myers,Tom Young,Andi Perez,Marylouise Isaacson,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Judi Golding Baker,Jon Geeting,Noam Kugelmass,2,21
Mike Stack,13,0,0,0,0,70,64,62,59,58,57,51,10,13,10,2,4,4,3,21
Kathi Cozzone,,2,0,0,0,3,7,3,4,3,1,3,11,3,6,4,1,1,4,21
Nina Ahmad,,,6,0,0,3,2,2,6,4,2,5,7,6,1,6,0,1,5,21
John Fetterman,,,,1,0,4,7,4,4,5,4,6,3,3,4,2,4,1,6,21
Ray Sosa,,,,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7,21
Matthew D Myers,,,,,,3,60,62,60,59,69,56,7,11,8,5,3,4,8,21
Tom Young,,,,,,,1,61,65,69,60,50,19,15,17,7,8,7,9,21
Andi Perez,,,,,,,,0,65,58,58,52,13,13,10,8,6,5,10,21
Marylouise Isaacson,,,,,,,,,0,61,57,56,20,18,12,13,5,7,11,21
Micah Mahjoubian,,,,,,,,,,0,59,49,15,11,14,6,6,6,12,21
Darrell L Clarke,,,,,,,,,,,0,51,3,7,7,2,5,1,13,21
Mariel J K Martin,,,,,,,,,,,,2,13,14,12,9,5,3,14,21
Rhea Powell,,,,,,,,,,,,,0,17,18,14,5,6,15,21
Amanda Mcillmurray,,,,,,,,,,,,,,0,9,14,4,2,16,21
Joe Celentano,,,,,,,,,,,,,,,0,6,9,6,17,21
Judi Golding Baker,,,,,,,,,,,,,,,,0,3,2,18,21
Jon Geeting,,,,,,,,,,,,,,,,,0,4,19,21
Noam Kugelmass,,,,,,,,,,,,,,,,,,0,20,21
Total,102,16,15,12,2,92,85,76,76,76,73,72,35,26,25,16,10,9,21,21
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,22
,Matthew D Myers,Amanda Mcillmurray,Joe Celentano,Tom Young,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Judi Golding Baker,Noam Kugelmass,Jon Geeting,Darrell L Clarke,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,22
Matthew D Myers,10,13,14,15,13,16,16,12,8,10,5,4,11,29,5,4,4,1,3,22
Amanda Mcillmurray,,1,20,21,20,19,19,19,16,14,11,11,8,11,13,8,4,0,4,22
Joe Celentano,,,1,23,26,20,21,16,12,13,15,11,7,14,6,9,6,0,5,22
Tom Young,,,,0,22,21,23,19,15,14,15,12,8,15,7,7,6,1,6,22
Rhea Powell,,,,,1,21,18,17,13,13,13,10,8,9,8,7,9,1,7,22
Marylouise Isaacson,,,,,,0,21,18,14,14,9,9,10,14,8,5,5,0,8,22
Micah Mahjoubian,,,,,,,0,19,12,11,13,9,7,14,7,5,5,0,9,22
Andi Perez,,,,,,,,0,15,9,9,11,10,12,5,7,2,2,10,22
Mariel J K Martin,,,,,,,,,1,6,11,7,5,10,9,3,1,1,11,22
Judi Golding Baker,,,,,,,,,,0,7,3,8,4,6,3,6,0,12,22
Noam Kugelmass,,,,,,,,,,,0,10,4,5,5,5,2,1,13,22
Jon Geeting,,,,,,,,,,,,0,4,2,3,8,2,2,14,22
Darrell L Clarke,,,,,,,,,,,,,0,8,4,1,3,1,15,22
Mike Stack,,,,,,,,,,,,,,5,0,0,0,0,16,22
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,22
John Fetterman,,,,,,,,,,,,,,,,3,0,0,18,22
Kathi Cozzone,,,,,,,,,,,,,,,,,1,0,19,22
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,22
Total,56,40,36,36,35,32,32,29,25,21,19,18,17,45,19,16,13,4,21,22
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,23
,Matthew D Myers,Andi Perez,Micah Mahjoubian,Tom Young,Marylouise Isaacson,Mariel J K Martin,Rhea Powell,Noam Kugelmass,Darrell L Clarke,Amanda Mcillmurray,Joe Celentano,Judi Golding Baker,Jon Geeting,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,23
Matthew D Myers,11,6,7,7,4,5,4,5,7,3,2,2,1,7,2,1,0,1,3,23
Andi Perez,,0,13,10,11,13,12,8,7,5,5,5,5,6,7,3,2,1,4,23
Micah Mahjoubian,,,1,12,11,9,12,10,7,6,7,6,4,6,4,3,1,0,5,23
Tom Young,,,,0,9,7,9,10,5,4,7,4,3,8,1,4,1,0,6,23
Marylouise Isaacson,,,,,0,9,9,7,5,5,5,5,3,5,5,3,1,0,7,23
Mariel J K Martin,,,,,,0,8,4,6,3,2,4,2,5,4,1,1,1,8,23
Rhea Powell,,,,,,,0,8,5,6,6,6,4,3,5,3,1,0,9,23
Noam Kugelmass,,,,,,,,0,4,5,6,3,4,5,1,4,1,0,10,23
Darrell L Clarke,,,,,,,,,0,4,0,2,1,4,4,1,0,0,11,23
Amanda Mcillmurray,,,,,,,,,,0,3,6,1,2,4,2,0,0,12,23
Joe Celentano,,,,,,,,,,,0,4,2,3,0,2,1,0,13,23
Judi Golding Baker,,,,,,,,,,,,0,0,2,3,1,0,0,14,23
Jon Geeting,,,,,,,,,,,,,0,1,1,2,1,1,15,23
Mike Stack,,,,,,,,,,,,,,2,0,0,0,0,16,23
Nina Ahmad,,,,,,,,,,,,,,,2,0,0,0,17,23
John Fetterman,,,,,,,,,,,,,,,,1,0,0,18,23
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,23
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,23
Total,23,20,16,15,14,13,13,11,9,8,7,7,6,15,10,6,2,2,21,23
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,24
,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,Matthew D Myers,Rhea Powell,Tom Young,Mariel J K Martin,Micah Mahjoubian,Darrell L Clarke,Joe Celentano,Marylouise Isaacson,Andi Perez,Amanda Mcillmurray,Judi Golding Baker,Noam Kugelmass,Jon Geeting,2,24
Mike Stack,10,0,0,0,0,22,18,22,16,15,16,14,19,17,11,5,5,8,3,24
Nina Ahmad,,2,0,0,0,5,6,3,6,4,5,4,3,5,7,5,1,2,4,24
Kathi Cozzone,,,4,0,0,4,4,4,1,7,3,5,1,2,1,3,6,1,5,24
John Fetterman,,,,2,0,2,7,1,2,1,1,2,2,1,2,3,1,0,6,24
Ray Sosa,,,,,0,1,0,1,0,0,1,0,0,0,0,0,0,0,7,24
Matthew D Myers,,,,,,3,11,18,15,14,21,11,17,16,10,10,2,6,8,24
Rhea Powell,,,,,,,2,17,11,16,11,21,14,11,12,11,12,6,9,24
Tom Young,,,,,,,,0,14,18,18,16,17,16,7,7,11,6,10,24
Mariel J K Martin,,,,,,,,,1,10,13,8,19,15,14,10,4,4,11,24
Micah Mahjoubian,,,,,,,,,,0,13,13,14,14,9,7,10,5,12,24
Darrell L Clarke,,,,,,,,,,,0,8,16,15,6,7,4,4,13,24
Joe Celentano,,,,,,,,,,,,0,10,10,10,9,10,4,14,24
Marylouise Isaacson,,,,,,,,,,,,,1,17,12,9,5,7,15,24
Andi Perez,,,,,,,,,,,,,,0,10,7,4,6,16,24
Amanda Mcillmurray,,,,,,,,,,,,,,,0,8,4,7,17,24
Judi Golding Baker,,,,,,,,,,,,,,,,0,3,4,18,24
Noam Kugelmass,,,,,,,,,,,,,,,,,0,2,19,24
Jon Geeting,,,,,,,,,,,,,,,,,,0,20,24
Total,55,17,15,11,1,38,38,32,28,28,27,26,26,25,23,16,14,11,21,24
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,25
,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Tom Young,Judi Golding Baker,Matthew D Myers,Noam Kugelmass,Jon Geeting,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,25
Amanda Mcillmurray,0,35,32,19,28,23,18,20,17,22,16,17,12,13,13,13,6,0,3,25
Rhea Powell,,0,33,23,24,26,27,18,20,25,13,23,13,9,14,12,11,0,4,25
Marylouise Isaacson,,,0,20,25,25,23,17,17,22,19,16,10,11,14,8,7,0,5,25
Joe Celentano,,,,0,12,14,19,11,17,11,9,15,9,14,4,10,8,1,6,25
Mariel J K Martin,,,,,0,17,17,18,11,20,16,12,10,12,13,7,4,0,7,25
Andi Perez,,,,,,0,17,14,13,17,13,15,12,7,13,9,3,0,8,25
Micah Mahjoubian,,,,,,,0,13,13,17,12,16,9,10,7,7,9,0,9,25
Darrell L Clarke,,,,,,,,0,13,13,16,9,6,17,7,5,2,0,10,25
Tom Young,,,,,,,,,0,8,12,11,7,16,1,8,5,0,11,25
Judi Golding Baker,,,,,,,,,,0,10,15,8,7,13,3,6,0,12,25
Matthew D Myers,,,,,,,,,,,0,9,4,14,7,4,3,1,13,25
Noam Kugelmass,,,,,,,,,,,,1,8,6,9,5,7,0,14,25
Jon Geeting,,,,,,,,,,,,,0,4,5,4,3,0,15,25
Mike Stack,,,,,,,,,,,,,,7,0,0,0,0,16,25
Nina Ahmad,,,,,,,,,,,,,,,3,0,0,0,17,25
John Fetterman,,,,,,,,,,,,,,,,5,0,0,18,25
Kathi Cozzone,,,,,,,,,,,,,,,,,6,0,19,25
Ray Sosa,,,,,,,,,,,,,,,,,,2,20,25
Total,48,48,41,38,37,33,33,32,31,29,29,28,17,40,24,22,20,4,21,25
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,26
,Amanda Mcillmurray,Rhea Powell,Marylouise Isaacson,Mariel J K Martin,Joe Celentano,Micah Mahjoubian,Andi Perez,Judi Golding Baker,Tom Young,Jon Geeting,Darrell L Clarke,Matthew D Myers,Noam Kugelmass,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,26
Amanda Mcillmurray,1,56,55,45,32,35,32,42,32,25,20,19,15,36,30,10,5,0,3,26
Rhea Powell,,1,49,34,33,38,32,38,34,21,20,16,14,30,23,9,8,0,4,26
Marylouise Isaacson,,,0,41,30,35,32,37,27,18,17,20,14,29,23,10,6,0,5,26
Mariel J K Martin,,,,1,26,29,30,28,22,18,23,17,14,18,24,13,3,0,6,26
Joe Celentano,,,,,0,30,23,17,26,18,13,15,8,16,15,19,8,0,7,26
Micah Mahjoubian,,,,,,0,26,24,34,15,19,15,20,20,20,5,7,0,8,26
Andi Perez,,,,,,,1,21,20,12,17,13,7,21,14,9,2,0,9,26
Judi Golding Baker,,,,,,,,0,19,12,18,12,11,22,16,5,3,0,10,26
Tom Young,,,,,,,,,0,14,11,16,14,16,15,7,8,0,11,26
Jon Geeting,,,,,,,,,,1,10,6,4,14,10,7,3,0,12,26
Darrell L Clarke,,,,,,,,,,,0,14,9,14,10,6,1,0,13,26
Matthew D Myers,,,,,,,,,,,,0,6,11,6,12,1,0,14,26
Noam Kugelmass,,,,,,,,,,,,,0,5,12,1,3,0,15,26
Nina Ahmad,,,,,,,,,,,,,,12,0,0,0,0,16,26
John Fetterman,,,,,,,,,,,,,,,12,0,0,0,17,26
Mike Stack,,,,,,,,,,,,,,,,7,0,0,18,26
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,26
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,26
Total,82,71,68,60,58,52,47,46,46,35,32,31,21,58,51,41,16,0,21,26
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,27
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Judi Golding Baker,Tom Young,Joe Celentano,Darrell L Clarke,Noam Kugelmass,Jon Geeting,Matthew D Myers,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,27
Rhea Powell,0,49,47,42,39,35,37,30,24,23,22,22,12,27,23,11,9,0,3,27
Amanda Mcillmurray,,0,41,35,34,35,33,27,21,18,20,18,14,28,22,8,4,0,4,27
Marylouise Isaacson,,,0,36,37,32,31,28,19,22,17,18,15,26,12,12,5,0,5,27
Micah Mahjoubian,,,,0,31,28,28,26,19,19,23,17,12,24,15,8,4,0,6,27
Andi Perez,,,,,0,31,28,22,16,16,19,15,12,25,15,5,3,0,7,27
Mariel J K Martin,,,,,,0,26,21,13,19,16,13,15,16,15,10,4,0,8,27
Judi Golding Baker,,,,,,,0,20,13,14,9,15,11,14,18,5,4,0,9,27
Tom Young,,,,,,,,1,20,14,15,14,10,18,8,7,3,0,10,27
Joe Celentano,,,,,,,,,0,11,10,9,9,10,11,10,5,0,11,27
Darrell L Clarke,,,,,,,,,,0,6,7,16,12,8,8,2,0,12,27
Noam Kugelmass,,,,,,,,,,,0,10,4,14,8,5,1,0,13,27
Jon Geeting,,,,,,,,,,,,0,6,8,13,5,2,0,14,27
