col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Noam Kugelmass,,,,,,,,,,,,,,,,0,0,0,18,13
Rhea Powell,,,,,,,,,,,,,,,,,0,0,19,13
Tom Young,,,,,,,,,,,,,,,,,,0,20,13
Total,36,33,23,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,13
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,14
,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,14
John Fetterman,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14
Mike Stack,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14
Nina Ahmad,,,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14
Kathi Cozzone,,,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14
Amanda Mcillmurray,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14
Andi Perez,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,14
Darrell L Clarke,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10,14
Joe Celentano,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,14
Jon Geeting,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,14
Judi Golding Baker,,,,,,,,,,,0,0,0,0,0,0,0,0,13,14
Mariel J K Martin,,,,,,,,,,,,0,0,0,0,0,0,0,14,14
Marylouise Isaacson,,,,,,,,,,,,,0,0,0,0,0,0,15,14
Matthew D Myers,,,,,,,,,,,,,,0,0,0,0,0,16,14
Micah Mahjoubian,,,,,,,,,,,,,,,0,0,0,0,17,14
Noam Kugelmass,,,,,,,,,,,,,,,,0,0,0,18,14
Rhea Powell,,,,,,,,,,,,,,,,,0,0,19,14
Tom Young,,,,,,,,,,,,,,,,,,0,20,14
Total,36,31,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,15
,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,15
Nina Ahmad,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
John Fetterman,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
Mike Stack,,,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
Kathi Cozzone,,,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15
Ray Sosa,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
Amanda Mcillmurray,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15
Andi Perez,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,15
Darrell L Clarke,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10,15
Joe Celentano,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,15
Jon Geeting,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,15
Judi Golding Baker,,,,,,,,,,,0,0,0,0,0,0,0,0,13,15
Mariel J K Martin,,,,,,,,,,,,0,0,0,0,0,0,0,14,15
Marylouise Isaacson,,,,,,,,,,,,,0,0,0,0,0,0,15,15
Matthew D Myers,,,,,,,,,,,,,,0,0,0,0,0,16,15
Micah Mahjoubian,,,,,,,,,,,,,,,0,0,0,0,17,15
Noam Kugelmass,,,,,,,,,,,,,,,,0,0,0,18,15
Rhea Powell,,,,,,,,,,,,,,,,,0,0,19,15
Tom Young,,,,,,,,,,,,,,,,,,0,20,15
Total,42,29,19,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,16
,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,16
Mike Stack,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
John Fetterman,,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
Nina Ahmad,,,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16
Kathi Cozzone,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16
Amanda Mcillmurray,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16
Andi Perez,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,16
Darrell L Clarke,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10,16
Joe Celentano,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,16
Jon Geeting,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,16
Judi Golding Baker,,,,,,,,,,,0,0,0,0,0,0,0,0,13,16
Mariel J K Martin,,,,,,,,,,,,0,0,0,0,0,0,0,14,16
Marylouise Isaacson,,,,,,,,,,,,,0,0,0,0,0,0,15,16
Matthew D Myers,,,,,,,,,,,,,,0,0,0,0,0,16,16
Micah Mahjoubian,,,,,,,,,,,,,,,0,0,0,0,17,16
Noam Kugelmass,,,,,,,,,,,,,,,,0,0,0,18,16
Rhea Powell,,,,,,,,,,,,,,,,,0,0,19,16
Tom Young,,,,,,,,,,,,,,,,,,0,20,16
Total,50,44,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,17
,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,17
Mike Stack,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
Nina Ahmad,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
John Fetterman,,,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
Kathi Cozzone,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
Amanda Mcillmurray,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17
Andi Perez,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,17
Darrell L Clarke,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10,17
Joe Celentano,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,17
Jon Geeting,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,17
Judi Golding Baker,,,,,,,,,,,0,0,0,0,0,0,0,0,13,17
Mariel J K Martin,,,,,,,,,,,,0,0,0,0,0,0,0,14,17
Marylouise Isaacson,,,,,,,,,,,,,0,0,0,0,0,0,15,17
Matthew D Myers,,,,,,,,,,,,,,0,0,0,0,0,16,17
Micah Mahjoubian,,,,,,,,,,,,,,,0,0,0,0,17,17
Noam Kugelmass,,,,,,,,,,,,,,,,0,0,0,18,17
Rhea Powell,,,,,,,,,,,,,,,,,0,0,19,17
Tom Young,,,,,,,,,,,,,,,,,,0,20,17
Total,43,22,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,18
,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,18
John Fetterman,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
Mike Stack,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Nina Ahmad,,,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
Kathi Cozzone,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
Amanda Mcillmurray,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18
Andi Perez,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,18
Darrell L Clarke,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10,18
Joe Celentano,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,18
Jon Geeting,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,18
Judi Golding Baker,,,,,,,,,,,0,0,0,0,0,0,0,0,13,18
Mariel J K Martin,,,,,,,,,,,,0,0,0,0,0,0,0,14,18
Marylouise Isaacson,,,,,,,,,,,,,0,0,0,0,0,0,15,18
Matthew D Myers,,,,,,,,,,,,,,0,0,0,0,0,16,18
Micah Mahjoubian,,,,,,,,,,,,,,,0,0,0,0,17,18
Noam Kugelmass,,,,,,,,,,,,,,,,0,0,0,18,18
Rhea Powell,,,,,,,,,,,,,,,,,0,0,19,18
Tom Young,,,,,,,,,,,,,,,,,,0,20,18
Total,38,29,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,18
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,19
,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2,19
Mike Stack,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
John Fetterman,,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
Nina Ahmad,,,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19
Kathi Cozzone,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
Amanda Mcillmurray,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19
Andi Perez,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,19
Darrell L Clarke,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,10,19
Joe Celentano,,,,,,,,,0,0,0,0,0,0,0,0,0,0,11,19
Jon Geeting,,,,,,,,,,0,0,0,0,0,0,0,0,0,12,19
Judi Golding Baker,,,,,,,,,,,0,0,0,0,0,0,0,0,13,19
Mariel J K Martin,,,,,,,,,,,,0,0,0,0,0,0,0,14,19
Marylouise Isaacson,,,,,,,,,,,,,0,0,0,0,0,0,15,19
Matthew D Myers,,,,,,,,,,,,,,0,0,0,0,0,16,19
Micah Mahjoubian,,,,,,,,,,,,,,,0,0,0,0,17,19
Noam Kugelmass,,,,,,,,,,,,,,,,0,0,0,18,19
Rhea Powell,,,,,,,,,,,,,,,,,0,0,19,19
Tom Young,,,,,,,,,,,,,,,,,,0,20,19
Total,64,29,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19
