col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,13
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,13
Ray Sosa,,,,,,,,,,,,,,,,,,1,20,13
Total,16,9,9,9,8,7,7,6,6,5,4,4,2,9,9,5,4,2,21,13
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,Micah Mahjoubian,Rhea Powell,Tom Young,Darrell L Clarke,Marylouise Isaacson,Amanda Mcillmurray,Mariel J K Martin,Andi Perez,Jon Geeting,Joe Celentano,Noam Kugelmass,Judi Golding Baker,Matthew D Myers,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,2,14
Micah Mahjoubian,0,27,28,19,25,24,23,22,15,19,19,11,13,14,13,9,6,0,3,14
Rhea Powell,,1,22,16,21,24,18,15,14,20,20,13,6,12,8,11,10,0,4,14
Tom Young,,,1,20,21,15,20,16,10,15,14,7,13,9,15,7,6,0,5,14
Darrell L Clarke,,,,0,17,14,19,17,15,7,5,9,15,10,10,9,2,2,6,14
Marylouise Isaacson,,,,,0,22,23,20,12,11,14,12,9,12,9,9,3,1,7,14
Amanda Mcillmurray,,,,,,0,20,15,12,14,16,15,5,12,6,9,4,0,8,14
Mariel J K Martin,,,,,,,0,18,11,10,11,9,12,13,9,7,2,0,9,14
Andi Perez,,,,,,,,0,14,9,9,5,10,12,8,6,2,0,10,14
Jon Geeting,,,,,,,,,0,6,4,7,5,12,6,7,0,0,11,14
Joe Celentano,,,,,,,,,,0,16,9,3,6,5,5,7,0,12,14
Noam Kugelmass,,,,,,,,,,,0,10,3,8,6,2,6,0,13,14
Judi Golding Baker,,,,,,,,,,,,0,3,7,4,5,2,0,14,14
Matthew D Myers,,,,,,,,,,,,,0,6,7,2,1,0,15,14
Nina Ahmad,,,,,,,,,,,,,,1,0,0,0,0,16,14
Mike Stack,,,,,,,,,,,,,,,2,0,0,0,17,14
John Fetterman,,,,,,,,,,,,,,,,4,0,0,18,14
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,19,14
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,14
Total,42,42,38,34,34,32,31,29,25,23,23,18,16,24,23,20,11,2,21,14
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Micah Mahjoubian,Andi Perez,Tom Young,Marylouise Isaacson,Mariel J K Martin,Rhea Powell,Darrell L Clarke,Noam Kugelmass,Matthew D Myers,Amanda Mcillmurray,Joe Celentano,Jon Geeting,Judi Golding Baker,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,15
Micah Mahjoubian,1,34,36,33,30,28,25,17,20,15,17,7,10,15,15,8,6,1,3,15
Andi Perez,,0,32,33,32,25,28,15,20,13,14,10,8,19,12,7,3,2,4,15
Tom Young,,,0,30,26,24,24,17,21,11,15,9,6,16,12,7,6,0,5,15
Marylouise Isaacson,,,,0,31,23,20,13,18,17,11,5,11,15,13,7,2,1,6,15
Mariel J K Martin,,,,,0,22,25,12,19,14,10,8,12,16,12,5,2,2,7,15
Rhea Powell,,,,,,0,13,22,8,20,20,12,12,4,16,9,6,2,8,15
Darrell L Clarke,,,,,,,0,7,18,4,6,7,6,16,8,5,1,0,9,15
Noam Kugelmass,,,,,,,,0,4,11,14,7,7,2,8,7,5,1,10,15
Matthew D Myers,,,,,,,,,0,4,2,3,5,13,5,2,1,0,11,15
Amanda Mcillmurray,,,,,,,,,,0,8,6,9,3,11,4,0,2,12,15
Joe Celentano,,,,,,,,,,,0,8,5,2,6,7,4,1,13,15
Jon Geeting,,,,,,,,,,,,0,4,2,7,3,0,2,14,15
Judi Golding Baker,,,,,,,,,,,,,0,2,7,5,0,0,15,15
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,15
Nina Ahmad,,,,,,,,,,,,,,,1,0,0,0,17,15
John Fetterman,,,,,,,,,,,,,,,,2,0,0,18,15
Kathi Cozzone,,,,,,,,,,,,,,,,,1,0,19,15
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,15
Total,47,44,42,39,38,37,31,23,22,20,20,14,14,21,20,12,8,2,21,15
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,16
,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,Rhea Powell,Andi Perez,Amanda Mcillmurray,Mariel J K Martin,Marylouise Isaacson,Micah Mahjoubian,Judi Golding Baker,Tom Young,Darrell L Clarke,Joe Celentano,Jon Geeting,Noam Kugelmass,Matthew D Myers,2,16
Nina Ahmad,14,0,0,0,0,19,17,20,15,19,14,16,7,12,8,12,7,6,3,16
John Fetterman,,5,0,0,0,15,12,9,9,10,9,8,8,7,7,5,5,2,4,16
Mike Stack,,,3,0,0,6,9,8,5,2,6,2,12,5,8,6,5,6,5,16
Kathi Cozzone,,,,1,0,2,1,1,1,1,2,1,1,1,0,1,0,1,6,16
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16
Rhea Powell,,,,,,0,30,29,24,28,26,22,16,20,14,12,12,8,8,16
Andi Perez,,,,,,,0,27,23,22,21,17,16,18,13,13,12,9,9,16
Amanda Mcillmurray,,,,,,,,0,26,25,23,21,17,16,14,12,11,11,10,16
Mariel J K Martin,,,,,,,,,0,24,21,19,13,14,8,7,11,11,11,16
Marylouise Isaacson,,,,,,,,,,0,22,22,14,16,10,9,10,7,12,16
Micah Mahjoubian,,,,,,,,,,,0,16,15,15,11,6,13,8,13,16
Judi Golding Baker,,,,,,,,,,,,1,9,12,10,9,9,6,14,16
Tom Young,,,,,,,,,,,,,0,12,13,10,7,11,15,16
Darrell L Clarke,,,,,,,,,,,,,,0,7,11,6,10,16,16
Joe Celentano,,,,,,,,,,,,,,,0,9,8,6,17,16
Jon Geeting,,,,,,,,,,,,,,,,0,3,4,18,16
Noam Kugelmass,,,,,,,,,,,,,,,,,0,4,19,16
Matthew D Myers,,,,,,,,,,,,,,,,,,0,20,16
Total,45,25,22,7,0,43,41,40,33,33,31,29,29,27,24,24,17,16,21,16
,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,17
,Andi Perez,Rhea Powell,Micah Mahjoubian,Marylouise Isaacson,Tom Young,Amanda Mcillmurray,Mariel J K Martin,Judi Golding Baker,Joe Celentano,Darrell L Clarke,Jon Geeting,Noam Kugelmass,Matthew D Myers,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,17
Andi Perez,1,63,49,51,43,43,44,40,36,36,32,32,21,31,32,21,5,2,3,17
Rhea Powell,,0,54,48,43,45,39,39,39,25,30,37,17,27,34,17,7,0,4,17
Micah Mahjoubian,,,0,45,41,31,32,30,32,22,23,30,17,25,21,14,4,0,5,17
Marylouise Isaacson,,,,0,38,35,38,34,24,24,20,24,18,19,26,14,4,0,6,17
Tom Young,,,,,0,32,29,22,30,15,23,25,21,20,19,19,4,0,7,17
Amanda Mcillmurray,,,,,,0,29,34,23,19,21,21,11,22,14,12,6,1,8,17
Mariel J K Martin,,,,,,,0,27,18,20,15,19,17,13,21,11,5,1,9,17
Judi Golding Baker,,,,,,,,0,19,18,17,16,14,18,18,10,2,1,10,17
Joe Celentano,,,,,,,,,0,10,21,25,7,15,16,12,3,0,11,17
Darrell L Clarke,,,,,,,,,,1,16,12,12,13,15,9,1,2,12,17
Jon Geeting,,,,,,,,,,,0,10,10,18,14,7,1,1,13,17
Noam Kugelmass,,,,,,,,,,,,0,11,9,15,11,4,1,14,17
Matthew D Myers,,,,,,,,,,,,,0,5,8,11,1,1,15,17
John Fetterman,,,,,,,,,,,,,,3,0,0,0,0,16,17
Nina Ahmad,,,,,,,,,,,,,,,5,0,0,0,17,17
Mike Stack,,,,,,,,,,,,,,,,2,0,0,18,17
Kathi Cozzone,,,,,,,,,,,,,,,,,2,0,19,17
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,17
Total,92,86,67,63,63,55,51,49,48,41,41,41,26,49,45,31,11,2,21,17
