col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
Nat Lownes,,,,,,,,,,,,0,3,3,3,14,17
Rebecca Poyourow,,,,,,,,,,,,,0,2,2,15,17
Jacque Whaumbush,,,,,,,,,,,,,,0,3,16,17
Joe Khan,,,,,,,,,,,,,,,0,17,17
Total,59,13,58,40,40,32,32,22,21,21,20,15,14,10,10,18,17
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,18
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,Joe Khan,Dwight Evans,Kevin Johnson,2,18
Kathryn S Huggins,0,58,58,50,36,34,34,20,12,13,8,8,7,55,18,3,18
Ken Washington,,0,58,52,30,33,34,23,15,15,9,4,7,51,15,4,18
Dewayne Drummond,,,0,50,30,33,33,23,8,12,9,6,8,47,15,5,18
Liam G Boyle,,,,0,26,30,28,20,10,11,9,5,5,41,14,6,18
Lisa Rhodes,,,,,0,31,26,9,7,5,2,6,1,33,5,7,18
Linda Norris,,,,,,0,30,8,8,7,2,6,2,30,7,8,18
Monica Maria Djerassi,,,,,,,0,8,8,6,4,6,5,29,8,9,18
Kevin Bundy,,,,,,,,0,4,5,5,2,3,20,7,10,18
John Brady,,,,,,,,,0,7,3,4,3,12,6,11,18
Rebecca Poyourow,,,,,,,,,,0,5,2,3,10,6,12,18
Nat Lownes,,,,,,,,,,,0,3,2,6,4,13,18
Jacque Whaumbush,,,,,,,,,,,,0,2,6,3,14,18
Joe Khan,,,,,,,,,,,,,0,4,4,15,18
Dwight Evans,,,,,,,,,,,,,,5,0,16,18
Kevin Johnson,,,,,,,,,,,,,,,2,17,18
Total,76,69,65,58,40,39,39,27,18,16,11,9,8,73,23,18,18
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,19
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,John Brady,Joe Khan,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Dwight Evans,Kevin Johnson,2,19
Kathryn S Huggins,0,62,66,51,43,41,36,31,28,16,13,15,7,73,29,3,19
Dewayne Drummond,,0,62,52,39,32,30,29,23,11,14,14,11,55,23,4,19
Ken Washington,,,0,49,40,33,30,24,26,13,11,10,6,55,22,5,19
Liam G Boyle,,,,0,33,21,19,23,17,4,10,12,6,45,13,6,19
Kevin Bundy,,,,,0,20,19,9,21,8,13,6,5,35,14,7,19
Lisa Rhodes,,,,,,0,36,25,16,12,10,6,10,36,12,8,19
Linda Norris,,,,,,,0,24,18,8,6,8,12,33,11,9,19
Monica Maria Djerassi,,,,,,,,0,11,5,7,9,10,31,7,10,19
John Brady,,,,,,,,,0,7,9,3,5,21,12,11,19
Joe Khan,,,,,,,,,,0,6,3,1,12,6,12,19
Nat Lownes,,,,,,,,,,,0,4,4,16,2,13,19
Rebecca Poyourow,,,,,,,,,,,,0,5,11,6,14,19
Jacque Whaumbush,,,,,,,,,,,,,0,12,2,15,19
Dwight Evans,,,,,,,,,,,,,,10,0,16,19
Kevin Johnson,,,,,,,,,,,,,,,5,17,19
Total,103,79,78,59,49,48,44,38,34,18,18,17,14,100,41,18,19
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,20
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Linda Norris,Lisa Rhodes,Liam G Boyle,Kevin Bundy,Nat Lownes,Jacque Whaumbush,Monica Maria Djerassi,Joe Khan,John Brady,Rebecca Poyourow,Dwight Evans,Kevin Johnson,2,20
Kathryn S Huggins,2,42,35,28,29,25,19,23,22,10,10,8,10,51,12,3,20
Dewayne Drummond,,0,29,28,26,24,20,24,19,10,10,8,10,30,13,4,20
Ken Washington,,,0,17,17,25,20,13,10,8,4,7,5,29,9,5,20
Linda Norris,,,,0,27,9,10,21,18,9,10,8,7,19,10,6,20
Lisa Rhodes,,,,,0,10,9,20,20,11,10,4,7,22,8,7,20
Liam G Boyle,,,,,,0,20,6,3,8,3,4,3,18,8,8,20
Kevin Bundy,,,,,,,0,6,4,4,3,6,4,18,7,9,20
Nat Lownes,,,,,,,,0,16,6,9,5,6,16,9,10,20
Jacque Whaumbush,,,,,,,,,0,4,7,3,4,19,3,11,20
Monica Maria Djerassi,,,,,,,,,,0,3,3,3,7,6,12,20
Joe Khan,,,,,,,,,,,0,1,2,6,7,13,20
John Brady,,,,,,,,,,,,0,3,8,2,14,20
Rebecca Poyourow,,,,,,,,,,,,,0,5,7,15,20
Dwight Evans,,,,,,,,,,,,,,7,0,16,20
Kevin Johnson,,,,,,,,,,,,,,,3,17,20
Total,68,48,42,33,33,30,27,27,23,14,13,12,12,64,22,18,20
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,21
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Linda Norris,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,2,21
Dwight Evans,13,0,58,45,41,24,24,21,23,21,17,18,14,12,7,3,21
Kevin Johnson,,2,14,4,6,7,7,8,4,3,6,3,1,5,5,4,21
Kathryn S Huggins,,,1,42,40,27,31,28,29,26,21,17,15,17,11,5,21
Dewayne Drummond,,,,0,35,26,23,22,23,18,12,15,13,13,7,6,21
Ken Washington,,,,,1,23,23,22,22,19,12,13,14,9,8,7,21
Kevin Bundy,,,,,,2,15,10,15,8,7,11,11,4,4,8,21
Monica Maria Djerassi,,,,,,,0,20,15,15,18,9,8,9,7,9,21
Lisa Rhodes,,,,,,,,0,10,17,12,8,11,14,7,10,21
Liam G Boyle,,,,,,,,,0,7,8,7,4,4,6,11,21
Linda Norris,,,,,,,,,,0,11,7,9,10,5,12,21
Rebecca Poyourow,,,,,,,,,,,0,9,4,10,6,13,21
John Brady,,,,,,,,,,,,0,4,5,2,14,21
Nat Lownes,,,,,,,,,,,,,0,4,2,15,21
Jacque Whaumbush,,,,,,,,,,,,,,0,3,16,21
Joe Khan,,,,,,,,,,,,,,,0,17,21
Total,87,20,78,52,51,36,34,32,30,27,23,22,18,17,12,18,21
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,22
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Linda Norris,Kevin Bundy,Rebecca Poyourow,John Brady,Joe Khan,Nat Lownes,Jacque Whaumbush,2,22
Dwight Evans,8,0,54,38,38,30,29,28,26,20,15,15,13,9,8,3,22
Kevin Johnson,,3,23,17,16,18,14,11,11,8,14,8,7,9,8,4,22
Kathryn S Huggins,,,0,49,46,41,37,33,32,26,26,19,11,15,15,5,22
Dewayne Drummond,,,,0,42,28,27,31,23,20,14,11,8,9,9,6,22
Ken Washington,,,,,0,28,23,31,26,19,15,14,12,10,6,7,22
Monica Maria Djerassi,,,,,,0,35,23,28,7,21,14,13,12,12,8,22
Lisa Rhodes,,,,,,,0,18,30,5,13,11,8,6,12,9,22
Liam G Boyle,,,,,,,,0,17,15,9,3,7,8,3,10,22
Linda Norris,,,,,,,,,0,4,12,11,9,8,8,11,22
Kevin Bundy,,,,,,,,,,0,9,10,4,7,4,12,22
Rebecca Poyourow,,,,,,,,,,,0,10,9,12,9,13,22
John Brady,,,,,,,,,,,,0,5,6,3,14,22
Joe Khan,,,,,,,,,,,,,0,6,5,15,22
Nat Lownes,,,,,,,,,,,,,,0,6,16,22
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,22
Total,79,34,78,56,55,48,43,39,37,29,29,23,20,18,16,18,22
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,23
,Kathryn S Huggins,Lisa Rhodes,Ken Washington,Dewayne Drummond,Monica Maria Djerassi,Rebecca Poyourow,Liam G Boyle,Linda Norris,Kevin Bundy,Joe Khan,John Brady,Jacque Whaumbush,Nat Lownes,Kevin Johnson,Dwight Evans,2,23
Kathryn S Huggins,0,57,53,48,46,48,47,46,38,25,27,25,18,59,42,3,23
Lisa Rhodes,,0,30,30,43,37,26,42,18,25,20,24,8,35,31,4,23
Ken Washington,,,1,40,23,24,35,21,28,21,17,12,14,34,26,5,23
Dewayne Drummond,,,,1,27,27,29,24,27,19,12,16,14,35,24,6,23
Monica Maria Djerassi,,,,,0,38,17,36,14,24,14,24,11,35,25,7,23
Rebecca Poyourow,,,,,,0,26,37,12,19,16,22,11,37,22,8,23
Liam G Boyle,,,,,,,0,22,24,18,21,7,10,34,20,9,23
Linda Norris,,,,,,,,0,12,17,20,24,3,33,21,10,23
Kevin Bundy,,,,,,,,,0,10,16,5,10,25,18,11,23
Joe Khan,,,,,,,,,,0,14,12,8,22,17,12,23
John Brady,,,,,,,,,,,0,7,6,15,18,13,23
Jacque Whaumbush,,,,,,,,,,,,0,4,21,11,14,23
Nat Lownes,,,,,,,,,,,,,0,12,7,15,23
Kevin Johnson,,,,,,,,,,,,,,15,0,16,23
Dwight Evans,,,,,,,,,,,,,,,11,17,23
Total,102,67,62,61,61,59,54,54,43,40,34,33,20,90,69,18,23
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,24
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,2,24
Dwight Evans,13,0,83,69,65,49,57,49,47,34,22,18,17,10,11,3,24
Kevin Johnson,,6,25,13,17,21,9,16,15,11,11,10,7,11,8,4,24
Kathryn S Huggins,,,1,70,71,61,58,61,55,41,30,17,22,18,15,5,24
Dewayne Drummond,,,,1,67,43,59,41,42,36,14,13,17,4,11,6,24
Ken Washington,,,,,0,49,62,46,43,37,15,12,18,10,12,7,24
Lisa Rhodes,,,,,,0,36,53,58,13,19,13,10,20,11,8,24
Liam G Boyle,,,,,,,0,37,36,28,12,8,12,4,5,9,24
Monica Maria Djerassi,,,,,,,,0,49,15,23,10,10,19,11,10,24
Linda Norris,,,,,,,,,1,11,17,9,9,15,11,11,24
Kevin Bundy,,,,,,,,,,0,13,13,17,5,11,12,24
Rebecca Poyourow,,,,,,,,,,,0,7,12,16,8,13,24
John Brady,,,,,,,,,,,,0,7,3,7,14,24
Nat Lownes,,,,,,,,,,,,,0,3,7,15,24
Jacque Whaumbush,,,,,,,,,,,,,,0,5,16,24
Joe Khan,,,,,,,,,,,,,,,0,17,24
Total,122,39,112,85,84,73,68,67,66,46,33,28,24,21,19,18,24
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,25
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Lisa Rhodes,Dewayne Drummond,Linda Norris,Liam G Boyle,Kevin Bundy,Rebecca Poyourow,Monica Maria Djerassi,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,2,25
Dwight Evans,11,0,55,34,33,31,35,27,26,21,22,20,14,16,13,3,25
Kevin Johnson,,6,21,12,10,13,8,12,10,14,12,8,10,6,7,4,25
Kathryn S Huggins,,,0,39,40,40,40,37,33,34,32,25,23,20,17,5,25
Ken Washington,,,,0,18,25,22,23,25,14,14,13,15,7,12,6,25
Lisa Rhodes,,,,,1,20,33,17,14,21,24,15,10,16,14,7,25
Dewayne Drummond,,,,,,0,16,23,26,16,15,12,13,11,12,8,25
Linda Norris,,,,,,,0,17,15,19,24,16,13,16,14,9,25
Liam G Boyle,,,,,,,,0,19,14,12,15,17,6,4,10,25
Kevin Bundy,,,,,,,,,0,13,10,12,9,7,9,11,25
Rebecca Poyourow,,,,,,,,,,0,24,11,12,12,7,12,25
Monica Maria Djerassi,,,,,,,,,,,0,13,7,12,9,13,25
John Brady,,,,,,,,,,,,0,8,7,4,14,25
Nat Lownes,,,,,,,,,,,,,0,6,8,15,25
Jacque Whaumbush,,,,,,,,,,,,,,0,8,16,25
Joe Khan,,,,,,,,,,,,,,,0,17,25
Total,77,31,77,46,45,44,44,39,36,36,35,28,24,23,20,18,25
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,26
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Lisa Rhodes,Kevin Bundy,Monica Maria Djerassi,Liam G Boyle,Nat Lownes,Rebecca Poyourow,Linda Norris,John Brady,Jacque Whaumbush,Joe Khan,Dwight Evans,Kevin Johnson,2,26
Kathryn S Huggins,0,18,18,18,14,15,13,15,14,11,10,8,3,27,9,3,26
Ken Washington,,1,13,6,11,7,11,10,6,3,6,4,2,15,5,4,26
Dewayne Drummond,,,0,9,10,5,11,8,7,4,7,2,3,15,4,5,26
Lisa Rhodes,,,,0,3,12,3,7,9,9,8,7,2,11,7,6,26
Kevin Bundy,,,,,0,3,10,7,5,2,5,0,0,12,4,7,26
Monica Maria Djerassi,,,,,,0,5,8,8,8,3,6,2,9,6,8,26
Liam G Boyle,,,,,,,1,7,5,2,2,2,1,11,3,9,26
Nat Lownes,,,,,,,,0,7,4,6,4,1,13,2,10,26
Rebecca Poyourow,,,,,,,,,0,10,3,5,3,10,4,11,26
Linda Norris,,,,,,,,,,0,3,6,2,7,4,12,26
John Brady,,,,,,,,,,,0,2,1,6,4,13,26
Jacque Whaumbush,,,,,,,,,,,,0,0,5,3,14,26
Joe Khan,,,,,,,,,,,,,0,2,1,15,26
Dwight Evans,,,,,,,,,,,,,,1,0,16,26
Kevin Johnson,,,,,,,,,,,,,,,1,17,26
Total,36,22,19,18,16,16,15,15,14,11,10,8,4,30,12,18,26
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,27
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Lisa Rhodes,Liam G Boyle,Kevin Bundy,Linda Norris,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,Joe Khan,2,27
Dwight Evans,6,0,62,54,52,37,40,35,27,22,23,17,13,9,11,3,27
Kevin Johnson,,6,21,16,16,17,7,12,13,11,6,9,8,7,2,4,27
Kathryn S Huggins,,,0,54,58,41,42,37,34,28,19,23,18,13,8,5,27
Ken Washington,,,,0,53,36,38,36,31,20,18,18,13,10,8,6,27
Dewayne Drummond,,,,,1,34,44,35,29,24,16,18,18,10,9,7,27
Lisa Rhodes,,,,,,0,23,23,34,22,18,17,13,12,6,8,27
Liam G Boyle,,,,,,,0,22,18,18,9,9,9,4,2,9,27
Kevin Bundy,,,,,,,,0,20,14,17,15,12,8,7,10,27
Linda Norris,,,,,,,,,0,19,17,13,7,10,6,11,27
Monica Maria Djerassi,,,,,,,,,,0,8,13,8,8,5,12,27
John Brady,,,,,,,,,,,1,10,5,2,6,13,27
Rebecca Poyourow,,,,,,,,,,,,0,10,8,5,14,27
Nat Lownes,,,,,,,,,,,,,0,7,4,15,27
Jacque Whaumbush,,,,,,,,,,,,,,0,4,16,27
Joe Khan,,,,,,,,,,,,,,,0,17,27
Total,91,34,87,72,71,56,48,47,41,34,30,27,22,17,13,18,27
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,28
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Kevin Bundy,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Rebecca Poyourow,John Brady,Nat Lownes,Jacque Whaumbush,Joe Khan,2,28
Dwight Evans,15,0,54,45,42,32,25,24,24,20,20,15,18,9,9,3,28
Kevin Johnson,,1,14,12,11,7,8,6,5,6,3,7,3,5,5,4,28
Kathryn S Huggins,,,1,49,43,34,26,24,23,18,20,15,18,11,12,5,28
Dewayne Drummond,,,,0,44,33,24,26,21,18,16,16,19,8,9,6,28
Ken Washington,,,,,1,30,19,26,18,16,16,14,17,7,7,7,28
Kevin Bundy,,,,,,0,16,19,11,9,10,13,12,6,7,8,28
Lisa Rhodes,,,,,,,0,6,16,23,12,11,8,14,8,9,28
Liam G Boyle,,,,,,,,0,11,6,9,6,10,2,4,10,28
Monica Maria Djerassi,,,,,,,,,0,15,13,8,8,6,6,11,28
Linda Norris,,,,,,,,,,0,9,7,5,9,5,12,28
Rebecca Poyourow,,,,,,,,,,,0,4,8,9,3,13,28
John Brady,,,,,,,,,,,,0,8,4,8,14,28
Nat Lownes,,,,,,,,,,,,,0,1,5,15,28
Jacque Whaumbush,,,,,,,,,,,,,,0,2,16,28
Joe Khan,,,,,,,,,,,,,,,0,17,28
Total,85,22,70,58,54,39,34,30,30,26,24,22,21,15,14,18,28
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,29
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,Nat Lownes,Dwight Evans,Kevin Johnson,2,29
Kathryn S Huggins,1,53,52,44,42,36,39,37,29,27,14,16,16,72,24,3,29
Ken Washington,,1,48,36,29,26,23,29,19,15,9,5,11,46,15,4,29
Dewayne Drummond,,,0,37,29,24,26,33,18,15,12,7,10,47,14,5,29
Liam G Boyle,,,,0,24,23,21,27,16,13,6,5,8,38,10,6,29
Lisa Rhodes,,,,,0,30,29,16,15,16,6,14,7,37,11,7,29
Linda Norris,,,,,,0,29,11,16,16,12,9,6,34,9,8,29
Monica Maria Djerassi,,,,,,,0,10,15,21,11,11,6,34,9,9,29
Kevin Bundy,,,,,,,,0,16,14,9,4,11,31,10,10,29
John Brady,,,,,,,,,0,15,9,8,10,29,6,11,29
Rebecca Poyourow,,,,,,,,,,0,8,10,11,27,3,12,29
Joe Khan,,,,,,,,,,,0,2,2,12,7,13,29
Jacque Whaumbush,,,,,,,,,,,,0,4,14,3,14,29
Nat Lownes,,,,,,,,,,,,,0,13,3,15,29
Dwight Evans,,,,,,,,,,,,,,9,0,16,29
Kevin Johnson,,,,,,,,,,,,,,,1,17,29
Total,99,63,62,49,49,43,43,42,35,31,19,17,17,97,30,18,29
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,30
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,Jacque Whaumbush,John Brady,Nat Lownes,Joe Khan,2,30
Dwight Evans,9,0,75,62,62,54,46,47,42,25,12,10,8,8,4,3,30
Kevin Johnson,,2,17,16,16,14,14,12,11,9,6,5,7,4,5,4,30
Kathryn S Huggins,,,0,70,69,64,51,50,49,25,17,11,11,9,6,5,30
Dewayne Drummond,,,,0,72,64,45,47,44,26,12,7,9,9,6,6,30
Ken Washington,,,,,0,62,48,47,43,28,13,9,9,10,4,7,30
Liam G Boyle,,,,,,0,43,42,39,20,10,7,6,3,6,8,30
Lisa Rhodes,,,,,,,0,53,41,13,13,14,9,8,8,9,30
Linda Norris,,,,,,,,0,42,15,10,10,9,5,6,10,30
Monica Maria Djerassi,,,,,,,,,0,9,16,8,8,6,5,11,30
Kevin Bundy,,,,,,,,,,0,8,4,5,6,3,12,30
Rebecca Poyourow,,,,,,,,,,,0,7,6,4,3,13,30
Jacque Whaumbush,,,,,,,,,,,,0,3,4,2,14,30
John Brady,,,,,,,,,,,,,0,5,2,15,30
Nat Lownes,,,,,,,,,,,,,,0,2,16,30
Joe Khan,,,,,,,,,,,,,,,0,17,30
Total,98,28,96,81,81,72,61,60,55,35,20,16,16,12,9,18,30
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,31
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Dwight Evans,Kevin Johnson,2,31
Kathryn S Huggins,1,66,62,57,47,41,42,30,10,10,9,7,7,66,23,3,31
Ken Washington,,0,61,55,40,38,35,28,7,12,6,3,5,48,21,4,31
Dewayne Drummond,,,0,53,35,33,33,23,2,7,4,3,2,47,18,5,31
Liam G Boyle,,,,0,32,31,32,24,4,5,4,2,3,46,14,6,31
Lisa Rhodes,,,,,0,40,36,11,8,4,5,5,4,36,13,7,31
Linda Norris,,,,,,0,35,12,8,4,4,5,4,29,15,8,31
Monica Maria Djerassi,,,,,,,0,11,5,4,8,6,5,30,13,9,31
Kevin Bundy,,,,,,,,0,11,10,7,6,6,23,13,10,31
John Brady,,,,,,,,,1,4,3,5,5,11,6,11,31
Nat Lownes,,,,,,,,,,0,5,2,4,7,5,12,31
Rebecca Poyourow,,,,,,,,,,,0,4,4,11,1,13,31
Jacque Whaumbush,,,,,,,,,,,,0,3,9,1,14,31
Joe Khan,,,,,,,,,,,,,0,9,1,15,31
Dwight Evans,,,,,,,,,,,,,,10,0,16,31
Kevin Johnson,,,,,,,,,,,,,,,3,17,31
Total,93,71,68,61,50,45,45,37,18,12,12,10,10,90,31,18,31
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,32
,Kathryn S Huggins,Kevin Bundy,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,John Brady,Monica Maria Djerassi,Linda Norris,Rebecca Poyourow,Joe Khan,Jacque Whaumbush,Nat Lownes,Dwight Evans,Kevin Johnson,2,32
Kathryn S Huggins,0,34,34,31,23,24,23,14,15,13,10,10,10,41,17,3,32
Kevin Bundy,,0,30,26,18,22,16,8,8,9,8,6,8,27,11,4,32
Dewayne Drummond,,,1,25,17,18,13,10,9,6,9,5,7,26,10,5,32
Ken Washington,,,,0,16,20,17,7,10,4,8,6,6,24,12,6,32
Lisa Rhodes,,,,,0,10,12,11,14,9,9,7,5,21,7,7,32
Liam G Boyle,,,,,,0,12,5,5,7,4,3,4,20,7,8,32
John Brady,,,,,,,0,6,8,8,6,4,6,17,9,9,32
Monica Maria Djerassi,,,,,,,,0,7,8,6,4,3,11,7,10,32
Linda Norris,,,,,,,,,0,6,4,5,3,11,6,11,32
Rebecca Poyourow,,,,,,,,,,0,1,3,5,10,5,12,32
Joe Khan,,,,,,,,,,,0,2,2,7,5,13,32
Jacque Whaumbush,,,,,,,,,,,,0,2,5,6,14,32
Nat Lownes,,,,,,,,,,,,,0,10,1,15,32
Dwight Evans,,,,,,,,,,,,,,3,0,16,32
Kevin Johnson,,,,,,,,,,,,,,,2,17,32
Total,58,38,37,36,28,27,26,18,17,15,12,11,11,48,25,18,32
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,33
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Lisa Rhodes,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Kevin Bundy,John Brady,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,Joe Khan,Dwight Evans,Kevin Johnson,2,33
Kathryn S Huggins,1,55,55,56,48,40,33,28,17,12,11,11,9,83,13,3,33
Dewayne Drummond,,0,52,39,47,30,26,25,11,9,9,4,3,51,10,4,33
Ken Washington,,,0,38,45,31,29,23,12,7,7,3,4,51,11,5,33
Lisa Rhodes,,,,1,33,36,31,14,10,7,9,10,9,50,9,6,33
Liam G Boyle,,,,,1,31,22,19,5,10,5,4,5,46,8,7,33
Monica Maria Djerassi,,,,,,0,27,10,6,10,4,6,6,36,6,8,33
Linda Norris,,,,,,,0,7,8,7,5,4,3,28,7,9,33
Kevin Bundy,,,,,,,,0,11,8,10,7,6,24,8,10,33
John Brady,,,,,,,,,0,6,4,2,2,15,3,11,33
Rebecca Poyourow,,,,,,,,,,0,4,4,3,11,4,12,33
Nat Lownes,,,,,,,,,,,0,4,4,9,4,13,33
Jacque Whaumbush,,,,,,,,,,,,0,6,10,1,14,33
Joe Khan,,,,,,,,,,,,,0,8,2,15,33
Dwight Evans,,,,,,,,,,,,,,5,0,16,33
Kevin Johnson,,,,,,,,,,,,,,,2,17,33
Total,98,63,63,62,57,44,36,32,19,17,13,11,11,96,21,18,33
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,34
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Lisa Rhodes,Ken Washington,Dewayne Drummond,Monica Maria Djerassi,Liam G Boyle,Linda Norris,Kevin Bundy,John Brady,Rebecca Poyourow,Joe Khan,Nat Lownes,Jacque Whaumbush,2,34
Dwight Evans,5,0,101,68,66,62,58,53,51,29,31,29,22,16,13,3,34
Kevin Johnson,,3,18,18,11,14,16,12,12,7,4,6,7,5,4,4,34
Kathryn S Huggins,,,1,72,64,65,62,54,54,24,24,30,19,11,12,5,34
Lisa Rhodes,,,,0,46,47,56,43,54,13,15,20,18,16,14,6,34
Ken Washington,,,,,0,60,47,52,44,23,22,20,15,13,7,7,34
Dewayne Drummond,,,,,,0,52,47,40,21,19,23,17,12,7,8,34
Monica Maria Djerassi,,,,,,,0,46,47,15,16,25,17,13,8,9,34
Liam G Boyle,,,,,,,,0,37,14,12,14,12,12,7,10,34
Linda Norris,,,,,,,,,0,12,10,21,11,11,11,11,34
Kevin Bundy,,,,,,,,,,0,20,9,8,10,4,12,34
John Brady,,,,,,,,,,,0,7,8,6,5,13,34
Rebecca Poyourow,,,,,,,,,,,,0,11,7,5,14,34
Joe Khan,,,,,,,,,,,,,0,7,5,15,34
Nat Lownes,,,,,,,,,,,,,,0,6,16,34
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,34
Total,132,30,121,87,78,77,75,66,64,36,35,35,29,21,17,18,34
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,35
,Dwight Evans,Kevin Johnson,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Lisa Rhodes,Linda Norris,Kevin Bundy,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Joe Khan,Nat Lownes,Jacque Whaumbush,2,35
Dwight Evans,9,0,39,35,31,26,19,16,20,17,11,11,10,8,2,3,35
Kevin Johnson,,0,11,8,9,8,10,9,4,5,5,4,3,3,2,4,35
Kathryn S Huggins,,,1,36,33,29,22,20,19,18,11,12,8,10,4,5,35
Dewayne Drummond,,,,0,33,31,21,19,16,17,7,12,7,8,3,6,35
Ken Washington,,,,,1,31,19,20,15,16,7,7,7,9,3,7,35
Liam G Boyle,,,,,,0,18,17,14,14,5,6,6,6,1,8,35
Lisa Rhodes,,,,,,,0,20,11,20,9,8,7,2,1,9,35
Linda Norris,,,,,,,,1,5,17,6,8,5,3,3,10,35
Kevin Bundy,,,,,,,,,0,7,10,8,6,6,1,11,35
Monica Maria Djerassi,,,,,,,,,,0,6,8,3,3,1,12,35
