col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,order,division
Total,53,47,40,38,29,26,21,16,6,5,5,3,2,41,16,6,1,0,21,13
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,14
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,John Brady,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Kathi Cozzone,Mike Stack,Nina Ahmad,Ray Sosa,John Fetterman,2,14
Kathryn S Huggins,2,26,25,25,15,7,7,6,3,3,3,2,1,12,15,3,1,0,3,14
Ken Washington,,0,25,24,17,7,7,6,4,3,3,2,1,11,12,3,1,0,4,14
Dewayne Drummond,,,0,24,16,5,5,4,2,2,3,2,0,11,11,3,0,0,5,14
Liam G Boyle,,,,0,16,6,6,5,3,2,3,2,0,10,12,3,0,0,6,14
Kevin Bundy,,,,,0,1,2,1,1,2,2,0,0,10,4,2,0,0,7,14
Lisa Rhodes,,,,,,0,5,5,2,1,0,1,1,0,6,0,1,0,8,14
Monica Maria Djerassi,,,,,,,0,4,2,1,1,0,1,1,4,1,1,0,9,14
Linda Norris,,,,,,,,0,2,1,0,1,1,1,4,0,1,0,10,14
John Brady,,,,,,,,,0,0,1,0,0,0,2,1,0,0,11,14
Nat Lownes,,,,,,,,,,0,2,0,1,1,1,0,1,0,12,14
Rebecca Poyourow,,,,,,,,,,,0,0,0,1,1,1,0,0,13,14
Jacque Whaumbush,,,,,,,,,,,,0,0,0,2,0,0,0,14,14
Joe Khan,,,,,,,,,,,,,0,0,0,0,1,0,15,14
Kathi Cozzone,,,,,,,,,,,,,,4,0,0,0,0,16,14
Mike Stack,,,,,,,,,,,,,,,0,0,0,0,17,14
Nina Ahmad,,,,,,,,,,,,,,,,1,0,0,18,14
Ray Sosa,,,,,,,,,,,,,,,,,0,0,19,14
John Fetterman,,,,,,,,,,,,,,,,,,0,20,14
Total,34,29,26,26,18,7,7,6,4,3,3,2,1,17,17,4,1,0,21,14
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,15
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Jacque Whaumbush,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,15
Kathryn S Huggins,0,18,19,16,10,11,11,9,5,3,2,2,0,17,6,2,1,0,3,15
Ken Washington,,0,18,17,9,9,9,8,3,3,2,2,1,16,3,2,1,0,4,15
Dewayne Drummond,,,0,17,11,9,9,7,4,3,3,2,1,15,3,2,1,0,5,15
Liam G Boyle,,,,0,10,6,6,6,1,2,2,1,1,13,3,1,1,0,6,15
Kevin Bundy,,,,,0,1,1,0,2,2,3,1,1,7,3,1,1,0,7,15
Linda Norris,,,,,,0,11,9,4,2,1,1,0,10,0,1,0,0,8,15
Lisa Rhodes,,,,,,,0,9,4,2,1,1,0,10,0,1,0,0,9,15
Monica Maria Djerassi,,,,,,,,0,2,2,0,0,0,9,0,0,0,0,10,15
Jacque Whaumbush,,,,,,,,,0,2,2,1,0,4,0,1,0,0,11,15
Rebecca Poyourow,,,,,,,,,,0,1,1,1,3,0,0,1,0,12,15
John Brady,,,,,,,,,,,0,0,1,3,0,0,0,0,13,15
Nat Lownes,,,,,,,,,,,,0,0,0,0,1,1,0,14,15
Joe Khan,,,,,,,,,,,,,0,1,0,0,0,0,15,15
Mike Stack,,,,,,,,,,,,,,0,0,0,0,0,16,15
Kathi Cozzone,,,,,,,,,,,,,,,0,0,0,0,17,15
Nina Ahmad,,,,,,,,,,,,,,,,3,0,0,18,15
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,15
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,15
Total,26,22,21,18,12,11,11,9,5,4,3,2,1,21,7,5,1,0,21,15
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,16
,Ken Washington,Kathryn S Huggins,Dewayne Drummond,Lisa Rhodes,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Kevin Bundy,John Brady,Jacque Whaumbush,Joe Khan,Nat Lownes,Rebecca Poyourow,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Ken Washington,1,25,28,23,20,20,17,15,6,4,3,3,2,23,6,3,2,0,3,16
Kathryn S Huggins,,0,24,19,19,18,15,11,5,2,2,1,2,22,6,3,2,0,4,16
Dewayne Drummond,,,0,20,20,18,17,13,3,1,2,2,1,21,4,1,2,0,5,16
Lisa Rhodes,,,,0,15,20,18,8,6,4,3,3,2,18,2,3,1,0,6,16
Liam G Boyle,,,,,0,13,14,7,2,0,0,1,1,17,3,1,1,0,7,16
Linda Norris,,,,,,0,17,6,4,3,2,0,2,16,0,3,2,0,8,16
Monica Maria Djerassi,,,,,,,0,3,1,1,0,1,1,17,0,1,1,0,9,16
Kevin Bundy,,,,,,,,1,5,3,2,2,2,7,6,2,1,0,10,16
John Brady,,,,,,,,,0,3,2,2,3,2,2,2,1,0,11,16
Jacque Whaumbush,,,,,,,,,,0,1,1,1,1,1,2,0,0,12,16
Joe Khan,,,,,,,,,,,0,1,0,2,0,1,0,0,13,16
Nat Lownes,,,,,,,,,,,,0,1,2,1,0,0,0,14,16
Rebecca Poyourow,,,,,,,,,,,,,0,1,1,0,1,0,15,16
Mike Stack,,,,,,,,,,,,,,0,0,0,0,0,16,16
Kathi Cozzone,,,,,,,,,,,,,,,1,0,0,0,17,16
Nina Ahmad,,,,,,,,,,,,,,,,3,0,0,18,16
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,16
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,16
Total,36,33,29,24,22,21,19,17,7,4,3,3,3,29,10,7,2,0,21,16
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,17
,Ken Washington,Dewayne Drummond,Kathryn S Huggins,Liam G Boyle,Linda Norris,Kevin Bundy,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Jacque Whaumbush,Joe Khan,Nat Lownes,John Brady,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Ken Washington,0,27,25,27,12,11,11,11,3,1,1,2,0,22,5,3,0,0,3,17
Dewayne Drummond,,0,24,26,12,10,11,11,2,1,1,2,0,19,5,4,0,0,4,17
Kathryn S Huggins,,,0,24,11,10,10,9,3,1,2,2,0,19,6,2,0,0,5,17
Liam G Boyle,,,,0,11,9,11,11,2,1,1,2,0,17,5,3,0,0,6,17
Linda Norris,,,,,0,2,12,9,1,0,0,0,0,11,0,3,0,0,7,17
Kevin Bundy,,,,,,0,1,1,3,0,1,2,0,5,4,1,0,0,8,17
Lisa Rhodes,,,,,,,0,9,0,0,0,0,0,10,0,2,0,0,9,17
Monica Maria Djerassi,,,,,,,,0,0,1,0,0,0,9,0,2,0,0,10,17
Rebecca Poyourow,,,,,,,,,0,0,0,2,0,1,0,1,0,0,11,17
Jacque Whaumbush,,,,,,,,,,0,1,0,0,0,1,0,0,0,12,17
Joe Khan,,,,,,,,,,,0,0,0,1,1,0,0,0,13,17
Nat Lownes,,,,,,,,,,,,0,0,0,0,1,0,0,14,17
John Brady,,,,,,,,,,,,,0,0,0,0,0,0,15,17
Mike Stack,,,,,,,,,,,,,,0,0,0,0,0,16,17
Kathi Cozzone,,,,,,,,,,,,,,,3,0,0,0,17,17
Nina Ahmad,,,,,,,,,,,,,,,,1,0,0,18,17
John Fetterman,,,,,,,,,,,,,,,,,0,0,19,17
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,17
Total,33,31,29,28,14,12,12,12,3,2,2,2,0,26,10,5,0,0,21,17
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,1,18
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,18
Kathryn S Huggins,0,22,23,23,16,11,10,11,10,8,3,3,3,16,8,6,1,0,3,18
Ken Washington,,1,23,25,17,9,10,10,8,7,3,1,1,15,8,4,0,0,4,18
Dewayne Drummond,,,0,23,14,9,9,10,8,8,4,1,0,12,8,5,0,0,5,18
Liam G Boyle,,,,0,16,10,11,11,10,7,3,1,0,13,8,5,0,0,6,18
Kevin Bundy,,,,,0,2,2,3,7,7,2,1,1,7,6,3,0,0,7,18
Linda Norris,,,,,,0,13,9,6,2,3,4,2,11,1,2,0,0,8,18
Lisa Rhodes,,,,,,,0,10,6,1,2,4,2,11,1,2,0,0,9,18
Monica Maria Djerassi,,,,,,,,0,4,1,1,2,1,10,1,2,0,0,10,18
Rebecca Poyourow,,,,,,,,,0,7,3,3,1,6,3,4,0,0,11,18
Nat Lownes,,,,,,,,,,0,3,1,0,5,2,2,0,0,12,18
Joe Khan,,,,,,,,,,,0,1,0,3,2,0,0,0,13,18
Jacque Whaumbush,,,,,,,,,,,,0,2,4,0,0,0,0,14,18
John Brady,,,,,,,,,,,,,0,2,0,1,0,0,15,18
Mike Stack,,,,,,,,,,,,,,1,0,0,0,0,16,18
Kathi Cozzone,,,,,,,,,,,,,,,2,0,0,0,17,18
Nina Ahmad,,,,,,,,,,,,,,,,0,0,0,18,18
John Fetterman,,,,,,,,,,,,,,,,,2,0,19,18
Ray Sosa,,,,,,,,,,,,,,,,,,0,20,18
Total,34,29,27,27,17,14,14,13,13,9,5,4,4,22,12,7,3,0,21,18
