col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,order,division
Joe Khan,,,,,,,,,,,,,,0,0,16,17
Jacque Whaumbush,,,,,,,,,,,,,,,0,17,17
Total,25,11,22,18,12,7,6,6,6,6,5,5,4,2,0,18,17
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,18
,Kathryn S Huggins,Ken Washington,Monica Maria Djerassi,Rebecca Poyourow,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Kevin Bundy,Linda Norris,Joe Khan,Nat Lownes,John Brady,Jacque Whaumbush,Dwight Evans,Kevin Johnson,2,18
Kathryn S Huggins,0,15,15,15,11,12,11,10,9,5,5,4,2,20,13,3,18
Ken Washington,,0,11,13,10,8,9,7,6,4,5,2,1,9,7,4,18
Monica Maria Djerassi,,,0,12,7,8,9,5,6,4,3,2,2,11,5,5,18
Rebecca Poyourow,,,,0,7,9,10,6,7,4,4,0,2,10,6,6,18
Dewayne Drummond,,,,,0,9,5,5,2,4,3,4,0,7,5,7,18
Liam G Boyle,,,,,,0,6,6,3,3,2,2,1,8,4,8,18
Lisa Rhodes,,,,,,,0,3,7,3,1,2,2,7,5,9,18
Kevin Bundy,,,,,,,,0,4,2,3,2,0,6,5,10,18
Linda Norris,,,,,,,,,0,1,1,2,1,6,4,11,18
Joe Khan,,,,,,,,,,0,1,2,1,5,1,12,18
Nat Lownes,,,,,,,,,,,0,1,0,4,1,13,18
John Brady,,,,,,,,,,,,0,0,3,1,14,18
Jacque Whaumbush,,,,,,,,,,,,,0,2,0,15,18
Dwight Evans,,,,,,,,,,,,,,2,0,16,18
Kevin Johnson,,,,,,,,,,,,,,,4,17,18
Total,33,16,16,16,12,12,12,11,10,6,5,4,2,24,19,18,18
,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In Congress 3rd District - Democrat,,1,19
,Kathryn S Huggins,Monica Maria Djerassi,Rebecca Poyourow,Dewayne Drummond,Linda Norris,Lisa Rhodes,Liam G Boyle,Ken Washington,Kevin Bundy,John Brady,Jacque Whaumbush,Joe Khan,Nat Lownes,Dwight Evans,Kevin Johnson,2,19
Kathryn S Huggins,0,21,19,11,14,12,10,7,6,4,4,2,1,14,10,3,19
Monica Maria Djerassi,,0,19,12,15,13,10,8,6,4,4,3,1,12,11,4,19
Rebecca Poyourow,,,0,10,14,11,8,6,5,3,4,3,1,11,9,5,19
Dewayne Drummond,,,,1,7,6,7,7,5,3,3,3,1,9,6,6,19
Linda Norris,,,,,0,12,6,4,2,3,3,3,0,7,9,7,19
Lisa Rhodes,,,,,,0,3,3,2,2,3,3,0,4,10,8,19
Liam G Boyle,,,,,,,0,6,3,3,2,2,0,9,3,9,19
Ken Washington,,,,,,,,0,3,2,1,1,0,6,2,10,19
Kevin Bundy,,,,,,,,,0,2,0,0,1,4,2,11,19
John Brady,,,,,,,,,,0,0,2,0,4,1,12,19
Jacque Whaumbush,,,,,,,,,,,0,0,0,2,2,13,19
Joe Khan,,,,,,,,,,,,0,0,2,2,14,19
Nat Lownes,,,,,,,,,,,,,0,0,1,15,19
Dwight Evans,,,,,,,,,,,,,,2,0,16,19
Kevin Johnson,,,,,,,,,,,,,,,1,17,19
Total,24,23,20,16,16,14,12,8,6,5,4,4,1,20,14,18,19
